 X,Y,I,J,PERIOD
   738391.,  5086195., 18, 98,      2.304E-04
   738391.,  5086245., 18, 99,      1.990E-04
   738391.,  5086295., 18,100,      1.690E-04
   738441.,  5081345., 19,  1,      4.737E-03
   738441.,  5081395., 19,  2,      6.071E-03
   738441.,  5081445., 19,  3,      6.883E-03
   738441.,  5081495., 19,  4,      7.439E-03
   738441.,  5081545., 19,  5,      7.891E-03
   738441.,  5081595., 19,  6,      8.300E-03
   738441.,  5081645., 19,  7,      8.656E-03
   738441.,  5081695., 19,  8,      8.973E-03
   738441.,  5081745., 19,  9,      9.277E-03
   738441.,  5081795., 19, 10,      9.588E-03
   738441.,  5081845., 19, 11,      9.888E-03
   738441.,  5081895., 19, 12,      1.013E-02
   738441.,  5081945., 19, 13,      1.031E-02
   738441.,  5081995., 19, 14,      1.044E-02
   738441.,  5082045., 19, 15,      1.056E-02
   738441.,  5082095., 19, 16,      1.065E-02
   738441.,  5082145., 19, 17,      1.064E-02
   738441.,  5082195., 19, 18,      1.062E-02
   738441.,  5082245., 19, 19,      1.068E-02
   738441.,  5082295., 19, 20,      1.086E-02
   738441.,  5082345., 19, 21,      1.112E-02
   738441.,  5082395., 19, 22,      1.145E-02
   738441.,  5082445., 19, 23,      1.183E-02
   738441.,  5082495., 19, 24,      1.218E-02
   738441.,  5082545., 19, 25,      1.229E-02
   738441.,  5082595., 19, 26,      1.204E-02
   738441.,  5082645., 19, 27,      1.160E-02
   738441.,  5082695., 19, 28,      1.118E-02
   738441.,  5082745., 19, 29,      1.088E-02
   738441.,  5082795., 19, 30,      1.078E-02
   738441.,  5082845., 19, 31,      1.080E-02
   738441.,  5082895., 19, 32,      1.074E-02
   738441.,  5082945., 19, 33,      1.049E-02
   738441.,  5082995., 19, 34,      1.014E-02
   738441.,  5083045., 19, 35,      9.847E-03
   738441.,  5083095., 19, 36,      9.540E-03
   738441.,  5083145., 19, 37,      9.029E-03
   738441.,  5083195., 19, 38,      8.281E-03
   738441.,  5083245., 19, 39,      7.390E-03
   738441.,  5083295., 19, 40,      6.574E-03
   738441.,  5083345., 19, 41,      6.021E-03
   738441.,  5083395., 19, 42,      5.752E-03
   738441.,  5083445., 19, 43,      5.685E-03
   738441.,  5083495., 19, 44,      5.696E-03
   738441.,  5083545., 19, 45,      5.696E-03
   738441.,  5083595., 19, 46,      5.628E-03
   738441.,  5083645., 19, 47,      5.427E-03
   738441.,  5083695., 19, 48,      5.161E-03
   738441.,  5083745., 19, 49,      4.925E-03
   738441.,  5083795., 19, 50,      4.690E-03
   738441.,  5083845., 19, 51,      4.522E-03
   738441.,  5083895., 19, 52,      4.404E-03
   738441.,  5083945., 19, 53,      4.228E-03
   738441.,  5083995., 19, 54,      4.037E-03
   738441.,  5084045., 19, 55,      3.795E-03
   738441.,  5084095., 19, 56,      3.476E-03
   738441.,  5084145., 19, 57,      3.199E-03
   738441.,  5084195., 19, 58,      2.992E-03
   738441.,  5084245., 19, 59,      2.802E-03
   738441.,  5084295., 19, 60,      2.619E-03
   738441.,  5084345., 19, 61,      2.456E-03
   738441.,  5084395., 19, 62,      2.313E-03
   738441.,  5084445., 19, 63,      2.199E-03
   738441.,  5084495., 19, 64,      2.117E-03
   738441.,  5084545., 19, 65,      2.053E-03
   738441.,  5084595., 19, 66,      1.956E-03
   738441.,  5084645., 19, 67,      1.820E-03
   738441.,  5084695., 19, 68,      1.681E-03
   738441.,  5084745., 19, 69,      1.558E-03
   738441.,  5084795., 19, 70,      1.462E-03
   738441.,  5084845., 19, 71,      1.390E-03
   738441.,  5084895., 19, 72,      1.339E-03
   738441.,  5084945., 19, 73,      1.307E-03
   738441.,  5084995., 19, 74,      1.278E-03
   738441.,  5085045., 19, 75,      1.232E-03
   738441.,  5085095., 19, 76,      1.170E-03
   738441.,  5085145., 19, 77,      1.108E-03
   738441.,  5085195., 19, 78,      1.057E-03
   738441.,  5085245., 19, 79,      1.017E-03
   738441.,  5085295., 19, 80,      9.776E-04
   738441.,  5085345., 19, 81,      9.334E-04
   738441.,  5085395., 19, 82,      8.861E-04
   738441.,  5085445., 19, 83,      8.388E-04
   738441.,  5085495., 19, 84,      7.945E-04
   738441.,  5085545., 19, 85,      7.507E-04
   738441.,  5085595., 19, 86,      7.039E-04
   738441.,  5085645., 19, 87,      6.549E-04
   738441.,  5085695., 19, 88,      6.094E-04
   738441.,  5085745., 19, 89,      5.728E-04
   738441.,  5085795., 19, 90,      5.429E-04
   738441.,  5085845., 19, 91,      5.118E-04
   738441.,  5085895., 19, 92,      4.757E-04
   738441.,  5085945., 19, 93,      4.375E-04
   738441.,  5085995., 19, 94,      3.991E-04
   738441.,  5086045., 19, 95,      3.588E-04
   738441.,  5086095., 19, 96,      3.169E-04
   738441.,  5086145., 19, 97,      2.778E-04
   738441.,  5086195., 19, 98,      2.430E-04
   738441.,  5086245., 19, 99,      2.107E-04
   738441.,  5086295., 19,100,      1.790E-04
   738491.,  5081345., 20,  1,      4.821E-03
   738491.,  5081395., 20,  2,      6.163E-03
   738491.,  5081445., 20,  3,      6.947E-03
   738491.,  5081495., 20,  4,      7.435E-03
   738491.,  5081545., 20,  5,      7.830E-03
   738491.,  5081595., 20,  6,      8.194E-03
   738491.,  5081645., 20,  7,      8.543E-03
   738491.,  5081695., 20,  8,      8.877E-03
   738491.,  5081745., 20,  9,      9.193E-03
   738491.,  5081795., 20, 10,      9.529E-03
   738491.,  5081845., 20, 11,      9.891E-03
   738491.,  5081895., 20, 12,      1.024E-02
   738491.,  5081945., 20, 13,      1.055E-02
   738491.,  5081995., 20, 14,      1.080E-02
   738491.,  5082045., 20, 15,      1.101E-02
   738491.,  5082095., 20, 16,      1.120E-02
   738491.,  5082145., 20, 17,      1.127E-02
   738491.,  5082195., 20, 18,      1.126E-02
   738491.,  5082245., 20, 19,      1.123E-02
   738491.,  5082295., 20, 20,      1.129E-02
   738491.,  5082345., 20, 21,      1.148E-02
   738491.,  5082395., 20, 22,      1.179E-02
   738491.,  5082445., 20, 23,      1.221E-02
   738491.,  5082495., 20, 24,      1.263E-02
   738491.,  5082545., 20, 25,      1.288E-02
   738491.,  5082595., 20, 26,      1.276E-02
   738491.,  5082645., 20, 27,      1.238E-02
   738491.,  5082695., 20, 28,      1.194E-02
   738491.,  5082745., 20, 29,      1.153E-02
   738491.,  5082795., 20, 30,      1.128E-02
   738491.,  5082845., 20, 31,      1.126E-02
   738491.,  5082895., 20, 32,      1.128E-02
   738491.,  5082945., 20, 33,      1.110E-02
   738491.,  5082995., 20, 34,      1.075E-02
   738491.,  5083045., 20, 35,      1.042E-02
   738491.,  5083095., 20, 36,      1.014E-02
   738491.,  5083145., 20, 37,      9.707E-03
   738491.,  5083195., 20, 38,      8.991E-03
   738491.,  5083245., 20, 39,      8.077E-03
   738491.,  5083295., 20, 40,      7.163E-03
   738491.,  5083345., 20, 41,      6.496E-03
   738491.,  5083395., 20, 42,      6.154E-03
   738491.,  5083445., 20, 43,      6.046E-03
   738491.,  5083495., 20, 44,      6.038E-03
   738491.,  5083545., 20, 45,      6.028E-03
   738491.,  5083595., 20, 46,      5.953E-03
   738491.,  5083645., 20, 47,      5.747E-03
   738491.,  5083695., 20, 48,      5.465E-03
   738491.,  5083745., 20, 49,      5.220E-03
   738491.,  5083795., 20, 50,      4.979E-03
   738491.,  5083845., 20, 51,      4.793E-03
   738491.,  5083895., 20, 52,      4.640E-03
   738491.,  5083945., 20, 53,      4.423E-03
   738491.,  5083995., 20, 54,      4.209E-03
   738491.,  5084045., 20, 55,      3.941E-03
   738491.,  5084095., 20, 56,      3.605E-03
   738491.,  5084145., 20, 57,      3.328E-03
   738491.,  5084195., 20, 58,      3.112E-03
   738491.,  5084245., 20, 59,      2.914E-03
   738491.,  5084295., 20, 60,      2.727E-03
   738491.,  5084345., 20, 61,      2.557E-03
   738491.,  5084395., 20, 62,      2.410E-03
   738491.,  5084445., 20, 63,      2.295E-03
   738491.,  5084495., 20, 64,      2.210E-03
   738491.,  5084545., 20, 65,      2.123E-03
   738491.,  5084595., 20, 66,      1.994E-03
   738491.,  5084645., 20, 67,      1.840E-03
   738491.,  5084695., 20, 68,      1.695E-03
   738491.,  5084745., 20, 69,      1.578E-03
   738491.,  5084795., 20, 70,      1.489E-03
   738491.,  5084845., 20, 71,      1.423E-03
   738491.,  5084895., 20, 72,      1.377E-03
   738491.,  5084945., 20, 73,      1.341E-03
   738491.,  5084995., 20, 74,      1.295E-03
   738491.,  5085045., 20, 75,      1.232E-03
   738491.,  5085095., 20, 76,      1.166E-03
   738491.,  5085145., 20, 77,      1.108E-03
   738491.,  5085195., 20, 78,      1.060E-03
   738491.,  5085245., 20, 79,      1.022E-03
   738491.,  5085295., 20, 80,      9.849E-04
   738491.,  5085345., 20, 81,      9.405E-04
   738491.,  5085395., 20, 82,      8.948E-04
   738491.,  5085445., 20, 83,      8.517E-04
   738491.,  5085495., 20, 84,      8.115E-04
   738491.,  5085545., 20, 85,      7.718E-04
   738491.,  5085595., 20, 86,      7.292E-04
   738491.,  5085645., 20, 87,      6.842E-04
   738491.,  5085695., 20, 88,      6.431E-04
   738491.,  5085745., 20, 89,      6.098E-04
   738491.,  5085795., 20, 90,      5.778E-04
   738491.,  5085845., 20, 91,      5.395E-04
   738491.,  5085895., 20, 92,      4.965E-04
   738491.,  5085945., 20, 93,      4.544E-04
   738491.,  5085995., 20, 94,      4.141E-04
   738491.,  5086045., 20, 95,      3.729E-04
   738491.,  5086095., 20, 96,      3.308E-04
   738491.,  5086145., 20, 97,      2.917E-04
   738491.,  5086195., 20, 98,      2.564E-04
   738491.,  5086245., 20, 99,      2.227E-04
   738491.,  5086295., 20,100,      1.889E-04
   738541.,  5081345., 21,  1,      4.900E-03
   738541.,  5081395., 21,  2,      6.275E-03
   738541.,  5081445., 21,  3,      7.073E-03
   738541.,  5081495., 21,  4,      7.535E-03
   738541.,  5081545., 21,  5,      7.850E-03
   738541.,  5081595., 21,  6,      8.128E-03
   738541.,  5081645., 21,  7,      8.449E-03
   738541.,  5081695., 21,  8,      8.779E-03
   738541.,  5081745., 21,  9,      9.081E-03
   738541.,  5081795., 21, 10,      9.392E-03
   738541.,  5081845., 21, 11,      9.754E-03
   738541.,  5081895., 21, 12,      1.015E-02
   738541.,  5081945., 21, 13,      1.058E-02
   738541.,  5081995., 21, 14,      1.098E-02
   738541.,  5082045., 21, 15,      1.132E-02
   738541.,  5082095., 21, 16,      1.160E-02
   738541.,  5082145., 21, 17,      1.177E-02
   738541.,  5082195., 21, 18,      1.185E-02
   738541.,  5082245., 21, 19,      1.182E-02
   738541.,  5082295., 21, 20,      1.178E-02
   738541.,  5082345., 21, 21,      1.185E-02
   738541.,  5082395., 21, 22,      1.209E-02
   738541.,  5082445., 21, 23,      1.247E-02
   738541.,  5082495., 21, 24,      1.292E-02
   738541.,  5082545., 21, 25,      1.330E-02
   738541.,  5082595., 21, 26,      1.340E-02
   738541.,  5082645., 21, 27,      1.317E-02
   738541.,  5082695., 21, 28,      1.275E-02
   738541.,  5082745., 21, 29,      1.229E-02
   738541.,  5082795., 21, 30,      1.193E-02
   738541.,  5082845., 21, 31,      1.178E-02
   738541.,  5082895., 21, 32,      1.181E-02
   738541.,  5082945., 21, 33,      1.173E-02
   738541.,  5082995., 21, 34,      1.144E-02
   738541.,  5083045., 21, 35,      1.108E-02
   738541.,  5083095., 21, 36,      1.078E-02
   738541.,  5083145., 21, 37,      1.040E-02
   738541.,  5083195., 21, 38,      9.758E-03
   738541.,  5083245., 21, 39,      8.841E-03
   738541.,  5083295., 21, 40,      7.834E-03
   738541.,  5083345., 21, 41,      7.034E-03
   738541.,  5083395., 21, 42,      6.600E-03
   738541.,  5083445., 21, 43,      6.450E-03
   738541.,  5083495., 21, 44,      6.425E-03
   738541.,  5083545., 21, 45,      6.411E-03
   738541.,  5083595., 21, 46,      6.326E-03
   738541.,  5083645., 21, 47,      6.107E-03
   738541.,  5083695., 21, 48,      5.808E-03
   738541.,  5083745., 21, 49,      5.541E-03
   738541.,  5083795., 21, 50,      5.290E-03
   738541.,  5083845., 21, 51,      5.075E-03
   738541.,  5083895., 21, 52,      4.867E-03
   738541.,  5083945., 21, 53,      4.630E-03
   738541.,  5083995., 21, 54,      4.388E-03
   738541.,  5084045., 21, 55,      4.092E-03
   738541.,  5084095., 21, 56,      3.745E-03
   738541.,  5084145., 21, 57,      3.457E-03
   738541.,  5084195., 21, 58,      3.226E-03
   738541.,  5084245., 21, 59,      3.019E-03
   738541.,  5084295., 21, 60,      2.826E-03
   738541.,  5084345., 21, 61,      2.649E-03
   738541.,  5084395., 21, 62,      2.497E-03
   738541.,  5084445., 21, 63,      2.386E-03
   738541.,  5084495., 21, 64,      2.293E-03
   738541.,  5084545., 21, 65,      2.176E-03
   738541.,  5084595., 21, 66,      2.021E-03
   738541.,  5084645., 21, 67,      1.858E-03
   738541.,  5084695., 21, 68,      1.717E-03
   738541.,  5084745., 21, 69,      1.607E-03
   738541.,  5084795., 21, 70,      1.526E-03
   738541.,  5084845., 21, 71,      1.465E-03
   738541.,  5084895., 21, 72,      1.419E-03
   738541.,  5084945., 21, 73,      1.371E-03
   738541.,  5084995., 21, 74,      1.307E-03
   738541.,  5085045., 21, 75,      1.235E-03
   738541.,  5085095., 21, 76,      1.171E-03
   738541.,  5085145., 21, 77,      1.116E-03
   738541.,  5085195., 21, 78,      1.069E-03
   738541.,  5085245., 21, 79,      1.031E-03
   738541.,  5085295., 21, 80,      9.927E-04
   738541.,  5085345., 21, 81,      9.499E-04
   738541.,  5085395., 21, 82,      9.072E-04
   738541.,  5085445., 21, 83,      8.687E-04
   738541.,  5085495., 21, 84,      8.343E-04
   738541.,  5085545., 21, 85,      8.009E-04
   738541.,  5085595., 21, 86,      7.647E-04
   738541.,  5085645., 21, 87,      7.256E-04
   738541.,  5085695., 21, 88,      6.861E-04
   738541.,  5085745., 21, 89,      6.493E-04
   738541.,  5085795., 21, 90,      6.102E-04
   738541.,  5085845., 21, 91,      5.647E-04
   738541.,  5085895., 21, 92,      5.165E-04
   738541.,  5085945., 21, 93,      4.715E-04
   738541.,  5085995., 21, 94,      4.302E-04
   738541.,  5086045., 21, 95,      3.882E-04
   738541.,  5086095., 21, 96,      3.450E-04
   738541.,  5086145., 21, 97,      3.049E-04
   738541.,  5086195., 21, 98,      2.686E-04
   738541.,  5086245., 21, 99,      2.331E-04
   738541.,  5086295., 21,100,      1.974E-04
   738591.,  5081345., 22,  1,      4.968E-03
   738591.,  5081395., 22,  2,      6.381E-03
   738591.,  5081445., 22,  3,      7.200E-03
   738591.,  5081495., 22,  4,      7.683E-03
   738591.,  5081545., 22,  5,      7.974E-03
   738591.,  5081595., 22,  6,      8.197E-03
   738591.,  5081645., 22,  7,      8.463E-03
   738591.,  5081695., 22,  8,      8.754E-03
   738591.,  5081745., 22,  9,      9.014E-03
   738591.,  5081795., 22, 10,      9.295E-03
   738591.,  5081845., 22, 11,      9.632E-03
   738591.,  5081895., 22, 12,      9.992E-03
   738591.,  5081945., 22, 13,      1.045E-02
   738591.,  5081995., 22, 14,      1.097E-02
   738591.,  5082045., 22, 15,      1.144E-02
   738591.,  5082095., 22, 16,      1.179E-02
   738591.,  5082145., 22, 17,      1.206E-02
   738591.,  5082195., 22, 18,      1.225E-02
   738591.,  5082245., 22, 19,      1.233E-02
   738591.,  5082295., 22, 20,      1.230E-02
   738591.,  5082345., 22, 21,      1.227E-02
   738591.,  5082395., 22, 22,      1.236E-02
   738591.,  5082445., 22, 23,      1.263E-02
   738591.,  5082495., 22, 24,      1.305E-02
   738591.,  5082545., 22, 25,      1.353E-02
   738591.,  5082595., 22, 26,      1.387E-02
   738591.,  5082645., 22, 27,      1.391E-02
   738591.,  5082695., 22, 28,      1.361E-02
   738591.,  5082745., 22, 29,      1.317E-02
   738591.,  5082795., 22, 30,      1.273E-02
   738591.,  5082845., 22, 31,      1.242E-02
   738591.,  5082895., 22, 32,      1.235E-02
   738591.,  5082945., 22, 33,      1.237E-02
   738591.,  5082995., 22, 34,      1.218E-02
   738591.,  5083045., 22, 35,      1.182E-02
   738591.,  5083095., 22, 36,      1.148E-02
   738591.,  5083145., 22, 37,      1.114E-02
   738591.,  5083195., 22, 38,      1.057E-02
   738591.,  5083245., 22, 39,      9.677E-03
   738591.,  5083295., 22, 40,      8.590E-03
   738591.,  5083345., 22, 41,      7.634E-03
   738591.,  5083395., 22, 42,      7.084E-03
   738591.,  5083445., 22, 43,      6.890E-03
   738591.,  5083495., 22, 44,      6.866E-03
   738591.,  5083545., 22, 45,      6.847E-03
   738591.,  5083595., 22, 46,      6.756E-03
   738591.,  5083645., 22, 47,      6.524E-03
   738591.,  5083695., 22, 48,      6.194E-03
   738591.,  5083745., 22, 49,      5.892E-03
   738591.,  5083795., 22, 50,      5.611E-03
   738591.,  5083845., 22, 51,      5.362E-03
   738591.,  5083895., 22, 52,      5.108E-03
   738591.,  5083945., 22, 53,      4.848E-03
   738591.,  5083995., 22, 54,      4.580E-03
   738591.,  5084045., 22, 55,      4.233E-03
   738591.,  5084095., 22, 56,      3.859E-03
   738591.,  5084145., 22, 57,      3.559E-03
   738591.,  5084195., 22, 58,      3.316E-03
   738591.,  5084245., 22, 59,      3.107E-03
   738591.,  5084295., 22, 60,      2.907E-03
   738591.,  5084345., 22, 61,      2.725E-03
   738591.,  5084395., 22, 62,      2.577E-03
   738591.,  5084445., 22, 63,      2.470E-03
   738591.,  5084495., 22, 64,      2.362E-03
   738591.,  5084545., 22, 65,      2.213E-03
   738591.,  5084595., 22, 66,      2.038E-03
   738591.,  5084645., 22, 67,      1.878E-03
   738591.,  5084695., 22, 68,      1.745E-03
   738591.,  5084745., 22, 69,      1.643E-03
   738591.,  5084795., 22, 70,      1.568E-03
   738591.,  5084845., 22, 71,      1.510E-03
   738591.,  5084895., 22, 72,      1.454E-03
   738591.,  5084945., 22, 73,      1.388E-03
   738591.,  5084995., 22, 74,      1.315E-03
   738591.,  5085045., 22, 75,      1.246E-03
   738591.,  5085095., 22, 76,      1.187E-03
   738591.,  5085145., 22, 77,      1.135E-03
   738591.,  5085195., 22, 78,      1.087E-03
   738591.,  5085245., 22, 79,      1.045E-03
   738591.,  5085295., 22, 80,      1.006E-03
   738591.,  5085345., 22, 81,      9.652E-04
   738591.,  5085395., 22, 82,      9.261E-04
   738591.,  5085445., 22, 83,      8.916E-04
   738591.,  5085495., 22, 84,      8.629E-04
   738591.,  5085545., 22, 85,      8.382E-04
   738591.,  5085595., 22, 86,      8.108E-04
   738591.,  5085645., 22, 87,      7.762E-04
   738591.,  5085695., 22, 88,      7.342E-04
   738591.,  5085745., 22, 89,      6.880E-04
   738591.,  5085795., 22, 90,      6.393E-04
   738591.,  5085845., 22, 91,      5.874E-04
   738591.,  5085895., 22, 92,      5.350E-04
   738591.,  5085945., 22, 93,      4.876E-04
   738591.,  5085995., 22, 94,      4.447E-04
   738591.,  5086045., 22, 95,      4.013E-04
   738591.,  5086095., 22, 96,      3.570E-04
   738591.,  5086145., 22, 97,      3.162E-04
   738591.,  5086195., 22, 98,      2.787E-04
   738591.,  5086245., 22, 99,      2.418E-04
   738591.,  5086295., 22,100,      2.048E-04
   738641.,  5081345., 23,  1,      4.989E-03
   738641.,  5081395., 23,  2,      6.432E-03
   738641.,  5081445., 23,  3,      7.298E-03
   738641.,  5081495., 23,  4,      7.827E-03
   738641.,  5081545., 23,  5,      8.157E-03
   738641.,  5081595., 23,  6,      8.392E-03
   738641.,  5081645., 23,  7,      8.614E-03
   738641.,  5081695., 23,  8,      8.839E-03
   738641.,  5081745., 23,  9,      9.043E-03
   738641.,  5081795., 23, 10,      9.276E-03
   738641.,  5081845., 23, 11,      9.558E-03
   738641.,  5081895., 23, 12,      9.872E-03
   738641.,  5081945., 23, 13,      1.031E-02
   738641.,  5081995., 23, 14,      1.085E-02
   738641.,  5082045., 23, 15,      1.137E-02
   738641.,  5082095., 23, 16,      1.184E-02
   738641.,  5082145., 23, 17,      1.222E-02
   738641.,  5082195., 23, 18,      1.251E-02
   738641.,  5082245., 23, 19,      1.271E-02
   738641.,  5082295., 23, 20,      1.279E-02
   738641.,  5082345., 23, 21,      1.276E-02
   738641.,  5082395., 23, 22,      1.275E-02
   738641.,  5082445., 23, 23,      1.288E-02
   738641.,  5082495., 23, 24,      1.317E-02
   738641.,  5082545., 23, 25,      1.365E-02
   738641.,  5082595., 23, 26,      1.418E-02
   738641.,  5082645., 23, 27,      1.454E-02
   738641.,  5082695., 23, 28,      1.449E-02
   738641.,  5082745., 23, 29,      1.412E-02
   738641.,  5082795., 23, 30,      1.366E-02
   738641.,  5082845., 23, 31,      1.322E-02
   738641.,  5082895., 23, 32,      1.299E-02
   738641.,  5082945., 23, 33,      1.301E-02
   738641.,  5082995., 23, 34,      1.295E-02
   738641.,  5083045., 23, 35,      1.266E-02
   738641.,  5083095., 23, 36,      1.227E-02
   738641.,  5083145., 23, 37,      1.192E-02
   738641.,  5083195., 23, 38,      1.144E-02
   738641.,  5083245., 23, 39,      1.059E-02
   738641.,  5083295., 23, 40,      9.427E-03
   738641.,  5083345., 23, 41,      8.306E-03
   738641.,  5083395., 23, 42,      7.611E-03
   738641.,  5083445., 23, 43,      7.362E-03
   738641.,  5083495., 23, 44,      7.335E-03
   738641.,  5083545., 23, 45,      7.316E-03
   738641.,  5083595., 23, 46,      7.222E-03
   738641.,  5083645., 23, 47,      6.979E-03
   738641.,  5083695., 23, 48,      6.622E-03
   738641.,  5083745., 23, 49,      6.279E-03
   738641.,  5083795., 23, 50,      5.950E-03
   738641.,  5083845., 23, 51,      5.657E-03
   738641.,  5083895., 23, 52,      5.362E-03
   738641.,  5083945., 23, 53,      5.072E-03
   738641.,  5083995., 23, 54,      4.771E-03
   738641.,  5084045., 23, 55,      4.362E-03
   738641.,  5084095., 23, 56,      3.964E-03
   738641.,  5084145., 23, 57,      3.651E-03
   738641.,  5084195., 23, 58,      3.397E-03
   738641.,  5084245., 23, 59,      3.181E-03
   738641.,  5084295., 23, 60,      2.981E-03
   738641.,  5084345., 23, 61,      2.800E-03
   738641.,  5084395., 23, 62,      2.661E-03
   738641.,  5084445., 23, 63,      2.547E-03
   738641.,  5084495., 23, 64,      2.411E-03
   738641.,  5084545., 23, 65,      2.237E-03
   738641.,  5084595., 23, 66,      2.055E-03
   738641.,  5084645., 23, 67,      1.898E-03
   738641.,  5084695., 23, 68,      1.775E-03
   738641.,  5084745., 23, 69,      1.680E-03
   738641.,  5084795., 23, 70,      1.609E-03
   738641.,  5084845., 23, 71,      1.546E-03
   738641.,  5084895., 23, 72,      1.471E-03
   738641.,  5084945., 23, 73,      1.392E-03
   738641.,  5084995., 23, 74,      1.322E-03
   738641.,  5085045., 23, 75,      1.264E-03
   738641.,  5085095., 23, 76,      1.211E-03
   738641.,  5085145., 23, 77,      1.160E-03
   738641.,  5085195., 23, 78,      1.110E-03
   738641.,  5085245., 23, 79,      1.066E-03
   738641.,  5085295., 23, 80,      1.028E-03
   738641.,  5085345., 23, 81,      9.900E-04
   738641.,  5085395., 23, 82,      9.541E-04
   738641.,  5085445., 23, 83,      9.234E-04
   738641.,  5085495., 23, 84,      8.996E-04
   738641.,  5085545., 23, 85,      8.826E-04
   738641.,  5085595., 23, 86,      8.632E-04
   738641.,  5085645., 23, 87,      8.304E-04
   738641.,  5085695., 23, 88,      7.818E-04
   738641.,  5085745., 23, 89,      7.256E-04
   738641.,  5085795., 23, 90,      6.664E-04
   738641.,  5085845., 23, 91,      6.066E-04
   738641.,  5085895., 23, 92,      5.502E-04
   738641.,  5085945., 23, 93,      5.009E-04
   738641.,  5085995., 23, 94,      4.562E-04
   738641.,  5086045., 23, 95,      4.115E-04
   738641.,  5086095., 23, 96,      3.670E-04
   738641.,  5086145., 23, 97,      3.260E-04
   738641.,  5086195., 23, 98,      2.880E-04
   738641.,  5086245., 23, 99,      2.501E-04
   738641.,  5086295., 23,100,      2.121E-04
   738691.,  5081345., 24,  1,      5.007E-03
   738691.,  5081395., 24,  2,      6.464E-03
   738691.,  5081445., 24,  3,      7.347E-03
   738691.,  5081495., 24,  4,      7.900E-03
   738691.,  5081545., 24,  5,      8.279E-03
   738691.,  5081595., 24,  6,      8.566E-03
   738691.,  5081645., 24,  7,      8.808E-03
   738691.,  5081695., 24,  8,      9.017E-03
   738691.,  5081745., 24,  9,      9.181E-03
   738691.,  5081795., 24, 10,      9.382E-03
   738691.,  5081845., 24, 11,      9.609E-03
   738691.,  5081895., 24, 12,      9.858E-03
   738691.,  5081945., 24, 13,      1.023E-02
   738691.,  5081995., 24, 14,      1.071E-02
   738691.,  5082045., 24, 15,      1.124E-02
   738691.,  5082095., 24, 16,      1.181E-02
   738691.,  5082145., 24, 17,      1.231E-02
   738691.,  5082195., 24, 18,      1.272E-02
   738691.,  5082245., 24, 19,      1.302E-02
   738691.,  5082295., 24, 20,      1.322E-02
   738691.,  5082345., 24, 21,      1.332E-02
   738691.,  5082395., 24, 22,      1.331E-02
   738691.,  5082445., 24, 23,      1.330E-02
   738691.,  5082495., 24, 24,      1.343E-02
   738691.,  5082545., 24, 25,      1.376E-02
   738691.,  5082595., 24, 26,      1.432E-02
   738691.,  5082645., 24, 27,      1.491E-02
   738691.,  5082695., 24, 28,      1.521E-02
   738691.,  5082745., 24, 29,      1.508E-02
   738691.,  5082795., 24, 30,      1.465E-02
   738691.,  5082845., 24, 31,      1.415E-02
   738691.,  5082895., 24, 32,      1.376E-02
   738691.,  5082945., 24, 33,      1.366E-02
   738691.,  5082995., 24, 34,      1.370E-02
   738691.,  5083045., 24, 35,      1.356E-02
   738691.,  5083095., 24, 36,      1.319E-02
   738691.,  5083145., 24, 37,      1.279E-02
   738691.,  5083195., 24, 38,      1.235E-02
   738691.,  5083245., 24, 39,      1.157E-02
   738691.,  5083295., 24, 40,      1.036E-02
   738691.,  5083345., 24, 41,      9.073E-03
   738691.,  5083395., 24, 42,      8.204E-03
   738691.,  5083445., 24, 43,      7.870E-03
   738691.,  5083495., 24, 44,      7.833E-03
   738691.,  5083545., 24, 45,      7.827E-03
   738691.,  5083595., 24, 46,      7.746E-03
   738691.,  5083645., 24, 47,      7.496E-03
   738691.,  5083695., 24, 48,      7.092E-03
   738691.,  5083745., 24, 49,      6.688E-03
   738691.,  5083795., 24, 50,      6.293E-03
   738691.,  5083845., 24, 51,      5.947E-03
   738691.,  5083895., 24, 52,      5.622E-03
   738691.,  5083945., 24, 53,      5.321E-03
   738691.,  5083995., 24, 54,      4.979E-03
   738691.,  5084045., 24, 55,      4.509E-03
   738691.,  5084095., 24, 56,      4.086E-03
   738691.,  5084145., 24, 57,      3.756E-03
   738691.,  5084195., 24, 58,      3.487E-03
   738691.,  5084245., 24, 59,      3.260E-03
   738691.,  5084295., 24, 60,      3.055E-03
   738691.,  5084345., 24, 61,      2.884E-03
   738691.,  5084395., 24, 62,      2.753E-03
   738691.,  5084445., 24, 63,      2.624E-03
   738691.,  5084495., 24, 64,      2.453E-03
   738691.,  5084545., 24, 65,      2.259E-03
   738691.,  5084595., 24, 66,      2.075E-03
   738691.,  5084645., 24, 67,      1.924E-03
   738691.,  5084695., 24, 68,      1.805E-03
   738691.,  5084745., 24, 69,      1.716E-03
   738691.,  5084795., 24, 70,      1.645E-03
   738691.,  5084845., 24, 71,      1.569E-03
   738691.,  5084895., 24, 72,      1.479E-03
   738691.,  5084945., 24, 73,      1.399E-03
   738691.,  5084995., 24, 74,      1.339E-03
   738691.,  5085045., 24, 75,      1.292E-03
   738691.,  5085095., 24, 76,      1.242E-03
   738691.,  5085145., 24, 77,      1.187E-03
   738691.,  5085195., 24, 78,      1.136E-03
   738691.,  5085245., 24, 79,      1.093E-03
