 X,Y,I,J,PCT1H
   737591.,  5084945.,  2, 73,      9.827E-03
   737591.,  5084995.,  2, 74,      8.673E-03
   737591.,  5085045.,  2, 75,      8.087E-03
   737591.,  5085095.,  2, 76,      7.672E-03
   737591.,  5085145.,  2, 77,      7.195E-03
   737591.,  5085195.,  2, 78,      5.965E-03
   737591.,  5085245.,  2, 79,      5.530E-03
   737591.,  5085295.,  2, 80,      4.486E-03
   737591.,  5085345.,  2, 81,      4.163E-03
   737591.,  5085395.,  2, 82,      3.700E-03
   737591.,  5085445.,  2, 83,      3.451E-03
   737591.,  5085495.,  2, 84,      3.360E-03
   737591.,  5085545.,  2, 85,      3.019E-03
   737591.,  5085595.,  2, 86,      2.908E-03
   737591.,  5085645.,  2, 87,      2.791E-03
   737591.,  5085695.,  2, 88,      2.427E-03
   737591.,  5085745.,  2, 89,      2.297E-03
   737591.,  5085795.,  2, 90,      2.133E-03
   737591.,  5085845.,  2, 91,      1.859E-03
   737591.,  5085895.,  2, 92,      1.722E-03
   737591.,  5085945.,  2, 93,      1.528E-03
   737591.,  5085995.,  2, 94,      1.397E-03
   737591.,  5086045.,  2, 95,      1.340E-03
   737591.,  5086095.,  2, 96,      1.231E-03
   737591.,  5086145.,  2, 97,      1.145E-03
   737591.,  5086195.,  2, 98,      1.064E-03
   737591.,  5086245.,  2, 99,      9.573E-04
   737591.,  5086295.,  2,100,      8.513E-04
   737641.,  5081345.,  3,  1,      7.451E-02
   737641.,  5081395.,  3,  2,      1.019E-01
   737641.,  5081445.,  3,  3,      1.118E-01
   737641.,  5081495.,  3,  4,      1.168E-01
   737641.,  5081545.,  3,  5,      1.217E-01
   737641.,  5081595.,  3,  6,      1.240E-01
   737641.,  5081645.,  3,  7,      1.241E-01
   737641.,  5081695.,  3,  8,      1.331E-01
   737641.,  5081745.,  3,  9,      1.320E-01
   737641.,  5081795.,  3, 10,      1.331E-01
   737641.,  5081845.,  3, 11,      1.377E-01
   737641.,  5081895.,  3, 12,      1.402E-01
   737641.,  5081945.,  3, 13,      1.443E-01
   737641.,  5081995.,  3, 14,      1.475E-01
   737641.,  5082045.,  3, 15,      1.442E-01
   737641.,  5082095.,  3, 16,      1.422E-01
   737641.,  5082145.,  3, 17,      1.298E-01
   737641.,  5082195.,  3, 18,      1.271E-01
   737641.,  5082245.,  3, 19,      1.207E-01
   737641.,  5082295.,  3, 20,      1.187E-01
   737641.,  5082345.,  3, 21,      1.297E-01
   737641.,  5082395.,  3, 22,      1.313E-01
   737641.,  5082445.,  3, 23,      1.336E-01
   737641.,  5082495.,  3, 24,      1.179E-01
   737641.,  5082545.,  3, 25,      1.155E-01
   737641.,  5082595.,  3, 26,      1.177E-01
   737641.,  5082645.,  3, 27,      1.254E-01
   737641.,  5082695.,  3, 28,      1.314E-01
   737641.,  5082745.,  3, 29,      1.254E-01
   737641.,  5082795.,  3, 30,      1.203E-01
   737641.,  5082845.,  3, 31,      1.183E-01
   737641.,  5082895.,  3, 32,      1.033E-01
   737641.,  5082945.,  3, 33,      8.753E-02
   737641.,  5082995.,  3, 34,      8.210E-02
   737641.,  5083045.,  3, 35,      7.251E-02
   737641.,  5083095.,  3, 36,      6.727E-02
   737641.,  5083145.,  3, 37,      6.294E-02
   737641.,  5083195.,  3, 38,      6.059E-02
   737641.,  5083245.,  3, 39,      5.779E-02
   737641.,  5083295.,  3, 40,      6.127E-02
   737641.,  5083345.,  3, 41,      6.410E-02
   737641.,  5083395.,  3, 42,      6.205E-02
   737641.,  5083445.,  3, 43,      6.257E-02
   737641.,  5083495.,  3, 44,      6.640E-02
   737641.,  5083545.,  3, 45,      6.528E-02
   737641.,  5083595.,  3, 46,      5.982E-02
   737641.,  5083645.,  3, 47,      5.770E-02
   737641.,  5083695.,  3, 48,      5.743E-02
   737641.,  5083745.,  3, 49,      5.458E-02
   737641.,  5083795.,  3, 50,      4.911E-02
   737641.,  5083845.,  3, 51,      4.446E-02
   737641.,  5083895.,  3, 52,      4.294E-02
   737641.,  5083945.,  3, 53,      4.522E-02
   737641.,  5083995.,  3, 54,      4.197E-02
   737641.,  5084045.,  3, 55,      4.331E-02
   737641.,  5084095.,  3, 56,      4.280E-02
   737641.,  5084145.,  3, 57,      3.860E-02
   737641.,  5084195.,  3, 58,      3.942E-02
   737641.,  5084245.,  3, 59,      3.567E-02
   737641.,  5084295.,  3, 60,      3.124E-02
   737641.,  5084345.,  3, 61,      2.854E-02
   737641.,  5084395.,  3, 62,      2.421E-02
   737641.,  5084445.,  3, 63,      2.087E-02
   737641.,  5084495.,  3, 64,      1.819E-02
   737641.,  5084545.,  3, 65,      1.868E-02
   737641.,  5084595.,  3, 66,      1.821E-02
   737641.,  5084645.,  3, 67,      1.734E-02
   737641.,  5084695.,  3, 68,      1.665E-02
   737641.,  5084745.,  3, 69,      1.465E-02
   737641.,  5084795.,  3, 70,      1.214E-02
   737641.,  5084845.,  3, 71,      1.106E-02
   737641.,  5084895.,  3, 72,      1.093E-02
   737641.,  5084945.,  3, 73,      1.137E-02
   737641.,  5084995.,  3, 74,      1.009E-02
   737641.,  5085045.,  3, 75,      8.924E-03
   737641.,  5085095.,  3, 76,      8.547E-03
   737641.,  5085145.,  3, 77,      7.225E-03
   737641.,  5085195.,  3, 78,      6.652E-03
   737641.,  5085245.,  3, 79,      5.994E-03
   737641.,  5085295.,  3, 80,      4.836E-03
   737641.,  5085345.,  3, 81,      4.463E-03
   737641.,  5085395.,  3, 82,      4.030E-03
   737641.,  5085445.,  3, 83,      3.845E-03
   737641.,  5085495.,  3, 84,      3.681E-03
   737641.,  5085545.,  3, 85,      3.342E-03
   737641.,  5085595.,  3, 86,      3.152E-03
   737641.,  5085645.,  3, 87,      2.985E-03
   737641.,  5085695.,  3, 88,      2.633E-03
   737641.,  5085745.,  3, 89,      2.517E-03
   737641.,  5085795.,  3, 90,      2.288E-03
   737641.,  5085845.,  3, 91,      1.985E-03
   737641.,  5085895.,  3, 92,      1.806E-03
   737641.,  5085945.,  3, 93,      1.646E-03
   737641.,  5085995.,  3, 94,      1.521E-03
   737641.,  5086045.,  3, 95,      1.411E-03
   737641.,  5086095.,  3, 96,      1.353E-03
   737641.,  5086145.,  3, 97,      1.221E-03
   737641.,  5086195.,  3, 98,      1.154E-03
   737641.,  5086245.,  3, 99,      1.058E-03
   737641.,  5086295.,  3,100,      9.498E-04
   737691.,  5081345.,  4,  1,      8.279E-02
   737691.,  5081395.,  4,  2,      1.035E-01
   737691.,  5081445.,  4,  3,      1.209E-01
   737691.,  5081495.,  4,  4,      1.296E-01
   737691.,  5081545.,  4,  5,      1.325E-01
   737691.,  5081595.,  4,  6,      1.368E-01
   737691.,  5081645.,  4,  7,      1.347E-01
   737691.,  5081695.,  4,  8,      1.395E-01
   737691.,  5081745.,  4,  9,      1.459E-01
   737691.,  5081795.,  4, 10,      1.441E-01
   737691.,  5081845.,  4, 11,      1.471E-01
   737691.,  5081895.,  4, 12,      1.523E-01
   737691.,  5081945.,  4, 13,      1.562E-01
   737691.,  5081995.,  4, 14,      1.537E-01
   737691.,  5082045.,  4, 15,      1.600E-01
   737691.,  5082095.,  4, 16,      1.634E-01
   737691.,  5082145.,  4, 17,      1.485E-01
   737691.,  5082195.,  4, 18,      1.404E-01
   737691.,  5082245.,  4, 19,      1.374E-01
   737691.,  5082295.,  4, 20,      1.312E-01
   737691.,  5082345.,  4, 21,      1.350E-01
   737691.,  5082395.,  4, 22,      1.398E-01
   737691.,  5082445.,  4, 23,      1.483E-01
   737691.,  5082495.,  4, 24,      1.422E-01
   737691.,  5082545.,  4, 25,      1.255E-01
   737691.,  5082595.,  4, 26,      1.274E-01
   737691.,  5082645.,  4, 27,      1.347E-01
   737691.,  5082695.,  4, 28,      1.445E-01
   737691.,  5082745.,  4, 29,      1.463E-01
   737691.,  5082795.,  4, 30,      1.363E-01
   737691.,  5082845.,  4, 31,      1.333E-01
   737691.,  5082895.,  4, 32,      1.204E-01
   737691.,  5082945.,  4, 33,      1.059E-01
   737691.,  5082995.,  4, 34,      9.137E-02
   737691.,  5083045.,  4, 35,      8.433E-02
   737691.,  5083095.,  4, 36,      7.828E-02
   737691.,  5083145.,  4, 37,      7.418E-02
   737691.,  5083195.,  4, 38,      6.670E-02
   737691.,  5083245.,  4, 39,      6.504E-02
   737691.,  5083295.,  4, 40,      6.781E-02
   737691.,  5083345.,  4, 41,      6.978E-02
   737691.,  5083395.,  4, 42,      6.723E-02
   737691.,  5083445.,  4, 43,      6.825E-02
   737691.,  5083495.,  4, 44,      7.289E-02
   737691.,  5083545.,  4, 45,      6.925E-02
   737691.,  5083595.,  4, 46,      6.580E-02
   737691.,  5083645.,  4, 47,      6.502E-02
   737691.,  5083695.,  4, 48,      6.487E-02
   737691.,  5083745.,  4, 49,      6.084E-02
   737691.,  5083795.,  4, 50,      5.302E-02
   737691.,  5083845.,  4, 51,      5.049E-02
   737691.,  5083895.,  4, 52,      5.051E-02
   737691.,  5083945.,  4, 53,      4.889E-02
   737691.,  5083995.,  4, 54,      4.623E-02
   737691.,  5084045.,  4, 55,      4.805E-02
   737691.,  5084095.,  4, 56,      4.561E-02
   737691.,  5084145.,  4, 57,      4.195E-02
   737691.,  5084195.,  4, 58,      4.496E-02
   737691.,  5084245.,  4, 59,      3.813E-02
   737691.,  5084295.,  4, 60,      3.438E-02
   737691.,  5084345.,  4, 61,      3.134E-02
   737691.,  5084395.,  4, 62,      2.631E-02
   737691.,  5084445.,  4, 63,      2.433E-02
   737691.,  5084495.,  4, 64,      2.042E-02
   737691.,  5084545.,  4, 65,      2.058E-02
   737691.,  5084595.,  4, 66,      1.941E-02
   737691.,  5084645.,  4, 67,      1.927E-02
   737691.,  5084695.,  4, 68,      1.763E-02
   737691.,  5084745.,  4, 69,      1.599E-02
   737691.,  5084795.,  4, 70,      1.382E-02
   737691.,  5084845.,  4, 71,      1.288E-02
   737691.,  5084895.,  4, 72,      1.227E-02
   737691.,  5084945.,  4, 73,      1.220E-02
   737691.,  5084995.,  4, 74,      1.081E-02
   737691.,  5085045.,  4, 75,      9.560E-03
   737691.,  5085095.,  4, 76,      8.625E-03
   737691.,  5085145.,  4, 77,      8.393E-03
   737691.,  5085195.,  4, 78,      7.141E-03
   737691.,  5085245.,  4, 79,      6.449E-03
   737691.,  5085295.,  4, 80,      5.402E-03
   737691.,  5085345.,  4, 81,      4.739E-03
   737691.,  5085395.,  4, 82,      4.379E-03
   737691.,  5085445.,  4, 83,      4.155E-03
   737691.,  5085495.,  4, 84,      4.042E-03
   737691.,  5085545.,  4, 85,      3.619E-03
   737691.,  5085595.,  4, 86,      3.365E-03
   737691.,  5085645.,  4, 87,      3.055E-03
   737691.,  5085695.,  4, 88,      2.785E-03
   737691.,  5085745.,  4, 89,      2.705E-03
   737691.,  5085795.,  4, 90,      2.401E-03
   737691.,  5085845.,  4, 91,      2.125E-03
   737691.,  5085895.,  4, 92,      1.878E-03
   737691.,  5085945.,  4, 93,      1.745E-03
   737691.,  5085995.,  4, 94,      1.624E-03
   737691.,  5086045.,  4, 95,      1.502E-03
   737691.,  5086095.,  4, 96,      1.430E-03
   737691.,  5086145.,  4, 97,      1.286E-03
   737691.,  5086195.,  4, 98,      1.214E-03
   737691.,  5086245.,  4, 99,      1.141E-03
   737691.,  5086295.,  4,100,      1.003E-03
   737741.,  5081345.,  5,  1,      8.432E-02
   737741.,  5081395.,  5,  2,      1.088E-01
   737741.,  5081445.,  5,  3,      1.253E-01
   737741.,  5081495.,  5,  4,      1.345E-01
   737741.,  5081545.,  5,  5,      1.379E-01
   737741.,  5081595.,  5,  6,      1.400E-01
   737741.,  5081645.,  5,  7,      1.407E-01
   737741.,  5081695.,  5,  8,      1.411E-01
   737741.,  5081745.,  5,  9,      1.536E-01
   737741.,  5081795.,  5, 10,      1.518E-01
   737741.,  5081845.,  5, 11,      1.507E-01
   737741.,  5081895.,  5, 12,      1.591E-01
   737741.,  5081945.,  5, 13,      1.620E-01
   737741.,  5081995.,  5, 14,      1.681E-01
   737741.,  5082045.,  5, 15,      1.632E-01
   737741.,  5082095.,  5, 16,      1.652E-01
   737741.,  5082145.,  5, 17,      1.682E-01
   737741.,  5082195.,  5, 18,      1.539E-01
   737741.,  5082245.,  5, 19,      1.438E-01
   737741.,  5082295.,  5, 20,      1.432E-01
   737741.,  5082345.,  5, 21,      1.410E-01
   737741.,  5082395.,  5, 22,      1.432E-01
   737741.,  5082445.,  5, 23,      1.531E-01
   737741.,  5082495.,  5, 24,      1.537E-01
   737741.,  5082545.,  5, 25,      1.370E-01
   737741.,  5082595.,  5, 26,      1.327E-01
   737741.,  5082645.,  5, 27,      1.449E-01
   737741.,  5082695.,  5, 28,      1.503E-01
   737741.,  5082745.,  5, 29,      1.534E-01
   737741.,  5082795.,  5, 30,      1.471E-01
   737741.,  5082845.,  5, 31,      1.447E-01
   737741.,  5082895.,  5, 32,      1.327E-01
   737741.,  5082945.,  5, 33,      1.140E-01
   737741.,  5082995.,  5, 34,      9.918E-02
   737741.,  5083045.,  5, 35,      9.360E-02
   737741.,  5083095.,  5, 36,      8.896E-02
   737741.,  5083145.,  5, 37,      8.197E-02
   737741.,  5083195.,  5, 38,      7.118E-02
   737741.,  5083245.,  5, 39,      6.830E-02
   737741.,  5083295.,  5, 40,      7.419E-02
   737741.,  5083345.,  5, 41,      7.316E-02
   737741.,  5083395.,  5, 42,      7.335E-02
   737741.,  5083445.,  5, 43,      7.568E-02
   737741.,  5083495.,  5, 44,      7.816E-02
   737741.,  5083545.,  5, 45,      7.319E-02
   737741.,  5083595.,  5, 46,      6.753E-02
   737741.,  5083645.,  5, 47,      6.731E-02
   737741.,  5083695.,  5, 48,      6.895E-02
   737741.,  5083745.,  5, 49,      6.687E-02
   737741.,  5083795.,  5, 50,      5.569E-02
   737741.,  5083845.,  5, 51,      5.653E-02
   737741.,  5083895.,  5, 52,      5.367E-02
   737741.,  5083945.,  5, 53,      5.282E-02
   737741.,  5083995.,  5, 54,      5.058E-02
   737741.,  5084045.,  5, 55,      5.082E-02
   737741.,  5084095.,  5, 56,      4.896E-02
   737741.,  5084145.,  5, 57,      4.956E-02
   737741.,  5084195.,  5, 58,      4.842E-02
   737741.,  5084245.,  5, 59,      4.200E-02
   737741.,  5084295.,  5, 60,      3.626E-02
   737741.,  5084345.,  5, 61,      3.334E-02
   737741.,  5084395.,  5, 62,      2.930E-02
   737741.,  5084445.,  5, 63,      2.763E-02
   737741.,  5084495.,  5, 64,      2.273E-02
   737741.,  5084545.,  5, 65,      2.353E-02
   737741.,  5084595.,  5, 66,      2.074E-02
   737741.,  5084645.,  5, 67,      2.092E-02
   737741.,  5084695.,  5, 68,      1.889E-02
   737741.,  5084745.,  5, 69,      1.764E-02
   737741.,  5084795.,  5, 70,      1.565E-02
   737741.,  5084845.,  5, 71,      1.393E-02
   737741.,  5084895.,  5, 72,      1.356E-02
   737741.,  5084945.,  5, 73,      1.300E-02
   737741.,  5084995.,  5, 74,      1.201E-02
   737741.,  5085045.,  5, 75,      1.012E-02
   737741.,  5085095.,  5, 76,      9.781E-03
   737741.,  5085145.,  5, 77,      9.750E-03
   737741.,  5085195.,  5, 78,      8.518E-03
   737741.,  5085245.,  5, 79,      6.518E-03
   737741.,  5085295.,  5, 80,      5.879E-03
   737741.,  5085345.,  5, 81,      5.117E-03
   737741.,  5085395.,  5, 82,      4.707E-03
   737741.,  5085445.,  5, 83,      4.583E-03
   737741.,  5085495.,  5, 84,      4.377E-03
   737741.,  5085545.,  5, 85,      3.839E-03
   737741.,  5085595.,  5, 86,      3.387E-03
   737741.,  5085645.,  5, 87,      3.217E-03
   737741.,  5085695.,  5, 88,      3.025E-03
   737741.,  5085745.,  5, 89,      2.874E-03
   737741.,  5085795.,  5, 90,      2.498E-03
   737741.,  5085845.,  5, 91,      2.278E-03
   737741.,  5085895.,  5, 92,      2.143E-03
   737741.,  5085945.,  5, 93,      2.036E-03
   737741.,  5085995.,  5, 94,      1.784E-03
   737741.,  5086045.,  5, 95,      1.639E-03
   737741.,  5086095.,  5, 96,      1.527E-03
   737741.,  5086145.,  5, 97,      1.419E-03
   737741.,  5086195.,  5, 98,      1.274E-03
   737741.,  5086245.,  5, 99,      1.194E-03
   737741.,  5086295.,  5,100,      1.080E-03
   737791.,  5081345.,  6,  1,      8.953E-02
   737791.,  5081395.,  6,  2,      1.130E-01
   737791.,  5081445.,  6,  3,      1.273E-01
   737791.,  5081495.,  6,  4,      1.424E-01
   737791.,  5081545.,  6,  5,      1.469E-01
   737791.,  5081595.,  6,  6,      1.463E-01
   737791.,  5081645.,  6,  7,      1.436E-01
   737791.,  5081695.,  6,  8,      1.468E-01
   737791.,  5081745.,  6,  9,      1.485E-01
   737791.,  5081795.,  6, 10,      1.572E-01
   737791.,  5081845.,  6, 11,      1.573E-01
   737791.,  5081895.,  6, 12,      1.603E-01
   737791.,  5081945.,  6, 13,      1.646E-01
   737791.,  5081995.,  6, 14,      1.677E-01
   737791.,  5082045.,  6, 15,      1.717E-01
   737791.,  5082095.,  6, 16,      1.732E-01
   737791.,  5082145.,  6, 17,      1.716E-01
   737791.,  5082195.,  6, 18,      1.709E-01
   737791.,  5082245.,  6, 19,      1.617E-01
   737791.,  5082295.,  6, 20,      1.477E-01
   737791.,  5082345.,  6, 21,      1.477E-01
   737791.,  5082395.,  6, 22,      1.487E-01
   737791.,  5082445.,  6, 23,      1.548E-01
   737791.,  5082495.,  6, 24,      1.693E-01
   737791.,  5082545.,  6, 25,      1.516E-01
   737791.,  5082595.,  6, 26,      1.415E-01
   737791.,  5082645.,  6, 27,      1.425E-01
   737791.,  5082695.,  6, 28,      1.548E-01
   737791.,  5082745.,  6, 29,      1.613E-01
   737791.,  5082795.,  6, 30,      1.598E-01
   737791.,  5082845.,  6, 31,      1.515E-01
   737791.,  5082895.,  6, 32,      1.457E-01
   737791.,  5082945.,  6, 33,      1.275E-01
   737791.,  5082995.,  6, 34,      1.091E-01
   737791.,  5083045.,  6, 35,      1.009E-01
   737791.,  5083095.,  6, 36,      9.731E-02
   737791.,  5083145.,  6, 37,      8.740E-02
   737791.,  5083195.,  6, 38,      8.000E-02
   737791.,  5083245.,  6, 39,      7.608E-02
   737791.,  5083295.,  6, 40,      7.653E-02
   737791.,  5083345.,  6, 41,      7.799E-02
   737791.,  5083395.,  6, 42,      7.779E-02
   737791.,  5083445.,  6, 43,      8.203E-02
   737791.,  5083495.,  6, 44,      8.362E-02
   737791.,  5083545.,  6, 45,      7.537E-02
   737791.,  5083595.,  6, 46,      7.223E-02
   737791.,  5083645.,  6, 47,      7.404E-02
   737791.,  5083695.,  6, 48,      7.360E-02
   737791.,  5083745.,  6, 49,      6.969E-02
   737791.,  5083795.,  6, 50,      6.009E-02
   737791.,  5083845.,  6, 51,      5.902E-02
   737791.,  5083895.,  6, 52,      5.597E-02
   737791.,  5083945.,  6, 53,      5.469E-02
   737791.,  5083995.,  6, 54,      5.632E-02
   737791.,  5084045.,  6, 55,      5.520E-02
   737791.,  5084095.,  6, 56,      5.281E-02
   737791.,  5084145.,  6, 57,      5.497E-02
   737791.,  5084195.,  6, 58,      4.956E-02
