 X,Y,I,J,PCTD
   738641.,  5084345., 23, 61,      0.000E+00
   738641.,  5084395., 23, 62,      0.000E+00
   738641.,  5084445., 23, 63,      0.000E+00
   738641.,  5084495., 23, 64,      0.000E+00
   738641.,  5084545., 23, 65,      0.000E+00
   738641.,  5084595., 23, 66,      0.000E+00
   738641.,  5084645., 23, 67,      0.000E+00
   738641.,  5084695., 23, 68,      0.000E+00
   738641.,  5084745., 23, 69,      0.000E+00
   738641.,  5084795., 23, 70,      0.000E+00
   738641.,  5084845., 23, 71,      0.000E+00
   738641.,  5084895., 23, 72,      0.000E+00
   738641.,  5084945., 23, 73,      0.000E+00
   738641.,  5084995., 23, 74,      0.000E+00
   738641.,  5085045., 23, 75,      0.000E+00
   738641.,  5085095., 23, 76,      0.000E+00
   738641.,  5085145., 23, 77,      0.000E+00
   738641.,  5085195., 23, 78,      0.000E+00
   738641.,  5085245., 23, 79,      0.000E+00
   738641.,  5085295., 23, 80,      0.000E+00
   738641.,  5085345., 23, 81,      0.000E+00
   738641.,  5085395., 23, 82,      0.000E+00
   738641.,  5085445., 23, 83,      0.000E+00
   738641.,  5085495., 23, 84,      0.000E+00
   738641.,  5085545., 23, 85,      0.000E+00
   738641.,  5085595., 23, 86,      0.000E+00
   738641.,  5085645., 23, 87,      0.000E+00
   738641.,  5085695., 23, 88,      0.000E+00
   738641.,  5085745., 23, 89,      0.000E+00
   738641.,  5085795., 23, 90,      0.000E+00
   738641.,  5085845., 23, 91,      0.000E+00
   738641.,  5085895., 23, 92,      0.000E+00
   738641.,  5085945., 23, 93,      0.000E+00
   738641.,  5085995., 23, 94,      0.000E+00
   738641.,  5086045., 23, 95,      0.000E+00
   738641.,  5086095., 23, 96,      0.000E+00
   738641.,  5086145., 23, 97,      0.000E+00
   738641.,  5086195., 23, 98,      0.000E+00
   738641.,  5086245., 23, 99,      0.000E+00
   738641.,  5086295., 23,100,      0.000E+00
   738691.,  5081345., 24,  1,      0.000E+00
   738691.,  5081395., 24,  2,      0.000E+00
   738691.,  5081445., 24,  3,      0.000E+00
   738691.,  5081495., 24,  4,      0.000E+00
   738691.,  5081545., 24,  5,      0.000E+00
   738691.,  5081595., 24,  6,      0.000E+00
   738691.,  5081645., 24,  7,      0.000E+00
   738691.,  5081695., 24,  8,      0.000E+00
   738691.,  5081745., 24,  9,      0.000E+00
   738691.,  5081795., 24, 10,      0.000E+00
   738691.,  5081845., 24, 11,      0.000E+00
   738691.,  5081895., 24, 12,      0.000E+00
   738691.,  5081945., 24, 13,      0.000E+00
   738691.,  5081995., 24, 14,      0.000E+00
   738691.,  5082045., 24, 15,      0.000E+00
   738691.,  5082095., 24, 16,      0.000E+00
   738691.,  5082145., 24, 17,      0.000E+00
   738691.,  5082195., 24, 18,      0.000E+00
   738691.,  5082245., 24, 19,      0.000E+00
   738691.,  5082295., 24, 20,      0.000E+00
   738691.,  5082345., 24, 21,      0.000E+00
   738691.,  5082395., 24, 22,      0.000E+00
   738691.,  5082445., 24, 23,      0.000E+00
   738691.,  5082495., 24, 24,      0.000E+00
   738691.,  5082545., 24, 25,      0.000E+00
   738691.,  5082595., 24, 26,      0.000E+00
   738691.,  5082645., 24, 27,      0.000E+00
   738691.,  5082695., 24, 28,      0.000E+00
   738691.,  5082745., 24, 29,      0.000E+00
   738691.,  5082795., 24, 30,      0.000E+00
   738691.,  5082845., 24, 31,      0.000E+00
   738691.,  5082895., 24, 32,      0.000E+00
   738691.,  5082945., 24, 33,      0.000E+00
   738691.,  5082995., 24, 34,      0.000E+00
   738691.,  5083045., 24, 35,      0.000E+00
   738691.,  5083095., 24, 36,      0.000E+00
   738691.,  5083145., 24, 37,      0.000E+00
   738691.,  5083195., 24, 38,      0.000E+00
   738691.,  5083245., 24, 39,      0.000E+00
   738691.,  5083295., 24, 40,      0.000E+00
   738691.,  5083345., 24, 41,      0.000E+00
   738691.,  5083395., 24, 42,      0.000E+00
   738691.,  5083445., 24, 43,      0.000E+00
   738691.,  5083495., 24, 44,      0.000E+00
   738691.,  5083545., 24, 45,      0.000E+00
   738691.,  5083595., 24, 46,      0.000E+00
   738691.,  5083645., 24, 47,      0.000E+00
   738691.,  5083695., 24, 48,      0.000E+00
   738691.,  5083745., 24, 49,      0.000E+00
   738691.,  5083795., 24, 50,      0.000E+00
   738691.,  5083845., 24, 51,      0.000E+00
   738691.,  5083895., 24, 52,      0.000E+00
   738691.,  5083945., 24, 53,      0.000E+00
   738691.,  5083995., 24, 54,      0.000E+00
   738691.,  5084045., 24, 55,      0.000E+00
   738691.,  5084095., 24, 56,      0.000E+00
   738691.,  5084145., 24, 57,      0.000E+00
   738691.,  5084195., 24, 58,      0.000E+00
   738691.,  5084245., 24, 59,      0.000E+00
   738691.,  5084295., 24, 60,      0.000E+00
   738691.,  5084345., 24, 61,      0.000E+00
   738691.,  5084395., 24, 62,      0.000E+00
   738691.,  5084445., 24, 63,      0.000E+00
   738691.,  5084495., 24, 64,      0.000E+00
   738691.,  5084545., 24, 65,      0.000E+00
   738691.,  5084595., 24, 66,      0.000E+00
   738691.,  5084645., 24, 67,      0.000E+00
   738691.,  5084695., 24, 68,      0.000E+00
   738691.,  5084745., 24, 69,      0.000E+00
   738691.,  5084795., 24, 70,      0.000E+00
   738691.,  5084845., 24, 71,      0.000E+00
   738691.,  5084895., 24, 72,      0.000E+00
   738691.,  5084945., 24, 73,      0.000E+00
   738691.,  5084995., 24, 74,      0.000E+00
   738691.,  5085045., 24, 75,      0.000E+00
   738691.,  5085095., 24, 76,      0.000E+00
   738691.,  5085145., 24, 77,      0.000E+00
   738691.,  5085195., 24, 78,      0.000E+00
   738691.,  5085245., 24, 79,      0.000E+00
   738691.,  5085295., 24, 80,      0.000E+00
   738691.,  5085345., 24, 81,      0.000E+00
   738691.,  5085395., 24, 82,      0.000E+00
   738691.,  5085445., 24, 83,      0.000E+00
   738691.,  5085495., 24, 84,      0.000E+00
   738691.,  5085545., 24, 85,      0.000E+00
   738691.,  5085595., 24, 86,      0.000E+00
   738691.,  5085645., 24, 87,      0.000E+00
   738691.,  5085695., 24, 88,      0.000E+00
   738691.,  5085745., 24, 89,      0.000E+00
   738691.,  5085795., 24, 90,      0.000E+00
   738691.,  5085845., 24, 91,      0.000E+00
   738691.,  5085895., 24, 92,      0.000E+00
   738691.,  5085945., 24, 93,      0.000E+00
   738691.,  5085995., 24, 94,      0.000E+00
   738691.,  5086045., 24, 95,      0.000E+00
   738691.,  5086095., 24, 96,      0.000E+00
   738691.,  5086145., 24, 97,      0.000E+00
   738691.,  5086195., 24, 98,      0.000E+00
   738691.,  5086245., 24, 99,      0.000E+00
   738691.,  5086295., 24,100,      0.000E+00
   738741.,  5081345., 25,  1,      0.000E+00
   738741.,  5081395., 25,  2,      0.000E+00
   738741.,  5081445., 25,  3,      0.000E+00
   738741.,  5081495., 25,  4,      0.000E+00
   738741.,  5081545., 25,  5,      0.000E+00
   738741.,  5081595., 25,  6,      0.000E+00
   738741.,  5081645., 25,  7,      0.000E+00
   738741.,  5081695., 25,  8,      0.000E+00
   738741.,  5081745., 25,  9,      0.000E+00
   738741.,  5081795., 25, 10,      0.000E+00
   738741.,  5081845., 25, 11,      0.000E+00
   738741.,  5081895., 25, 12,      0.000E+00
   738741.,  5081945., 25, 13,      0.000E+00
   738741.,  5081995., 25, 14,      0.000E+00
   738741.,  5082045., 25, 15,      0.000E+00
   738741.,  5082095., 25, 16,      0.000E+00
   738741.,  5082145., 25, 17,      0.000E+00
   738741.,  5082195., 25, 18,      0.000E+00
   738741.,  5082245., 25, 19,      0.000E+00
   738741.,  5082295., 25, 20,      0.000E+00
   738741.,  5082345., 25, 21,      0.000E+00
   738741.,  5082395., 25, 22,      0.000E+00
   738741.,  5082445., 25, 23,      0.000E+00
   738741.,  5082495., 25, 24,      0.000E+00
   738741.,  5082545., 25, 25,      0.000E+00
   738741.,  5082595., 25, 26,      0.000E+00
   738741.,  5082645., 25, 27,      0.000E+00
   738741.,  5082695., 25, 28,      0.000E+00
   738741.,  5082745., 25, 29,      0.000E+00
   738741.,  5082795., 25, 30,      0.000E+00
   738741.,  5082845., 25, 31,      0.000E+00
   738741.,  5082895., 25, 32,      0.000E+00
   738741.,  5082945., 25, 33,      0.000E+00
   738741.,  5082995., 25, 34,      0.000E+00
   738741.,  5083045., 25, 35,      0.000E+00
   738741.,  5083095., 25, 36,      0.000E+00
   738741.,  5083145., 25, 37,      0.000E+00
   738741.,  5083195., 25, 38,      0.000E+00
   738741.,  5083245., 25, 39,      0.000E+00
   738741.,  5083295., 25, 40,      0.000E+00
   738741.,  5083345., 25, 41,      0.000E+00
   738741.,  5083395., 25, 42,      0.000E+00
   738741.,  5083445., 25, 43,      0.000E+00
   738741.,  5083495., 25, 44,      0.000E+00
   738741.,  5083545., 25, 45,      0.000E+00
   738741.,  5083595., 25, 46,      0.000E+00
   738741.,  5083645., 25, 47,      0.000E+00
   738741.,  5083695., 25, 48,      0.000E+00
   738741.,  5083745., 25, 49,      0.000E+00
   738741.,  5083795., 25, 50,      0.000E+00
   738741.,  5083845., 25, 51,      0.000E+00
   738741.,  5083895., 25, 52,      0.000E+00
   738741.,  5083945., 25, 53,      0.000E+00
   738741.,  5083995., 25, 54,      0.000E+00
   738741.,  5084045., 25, 55,      0.000E+00
   738741.,  5084095., 25, 56,      0.000E+00
   738741.,  5084145., 25, 57,      0.000E+00
   738741.,  5084195., 25, 58,      0.000E+00
   738741.,  5084245., 25, 59,      0.000E+00
   738741.,  5084295., 25, 60,      0.000E+00
   738741.,  5084345., 25, 61,      0.000E+00
   738741.,  5084395., 25, 62,      0.000E+00
   738741.,  5084445., 25, 63,      0.000E+00
   738741.,  5084495., 25, 64,      0.000E+00
   738741.,  5084545., 25, 65,      0.000E+00
   738741.,  5084595., 25, 66,      0.000E+00
   738741.,  5084645., 25, 67,      0.000E+00
   738741.,  5084695., 25, 68,      0.000E+00
   738741.,  5084745., 25, 69,      0.000E+00
   738741.,  5084795., 25, 70,      0.000E+00
   738741.,  5084845., 25, 71,      0.000E+00
   738741.,  5084895., 25, 72,      0.000E+00
   738741.,  5084945., 25, 73,      0.000E+00
   738741.,  5084995., 25, 74,      0.000E+00
   738741.,  5085045., 25, 75,      0.000E+00
   738741.,  5085095., 25, 76,      0.000E+00
   738741.,  5085145., 25, 77,      0.000E+00
   738741.,  5085195., 25, 78,      0.000E+00
   738741.,  5085245., 25, 79,      0.000E+00
   738741.,  5085295., 25, 80,      0.000E+00
   738741.,  5085345., 25, 81,      0.000E+00
   738741.,  5085395., 25, 82,      0.000E+00
   738741.,  5085445., 25, 83,      0.000E+00
   738741.,  5085495., 25, 84,      0.000E+00
   738741.,  5085545., 25, 85,      0.000E+00
   738741.,  5085595., 25, 86,      0.000E+00
   738741.,  5085645., 25, 87,      0.000E+00
   738741.,  5085695., 25, 88,      0.000E+00
   738741.,  5085745., 25, 89,      0.000E+00
   738741.,  5085795., 25, 90,      0.000E+00
   738741.,  5085845., 25, 91,      0.000E+00
   738741.,  5085895., 25, 92,      0.000E+00
   738741.,  5085945., 25, 93,      0.000E+00
   738741.,  5085995., 25, 94,      0.000E+00
   738741.,  5086045., 25, 95,      0.000E+00
   738741.,  5086095., 25, 96,      0.000E+00
   738741.,  5086145., 25, 97,      0.000E+00
   738741.,  5086195., 25, 98,      0.000E+00
   738741.,  5086245., 25, 99,      0.000E+00
   738741.,  5086295., 25,100,      0.000E+00
   738791.,  5081345., 26,  1,      0.000E+00
   738791.,  5081395., 26,  2,      0.000E+00
   738791.,  5081445., 26,  3,      0.000E+00
   738791.,  5081495., 26,  4,      0.000E+00
   738791.,  5081545., 26,  5,      0.000E+00
   738791.,  5081595., 26,  6,      0.000E+00
   738791.,  5081645., 26,  7,      0.000E+00
   738791.,  5081695., 26,  8,      0.000E+00
   738791.,  5081745., 26,  9,      0.000E+00
   738791.,  5081795., 26, 10,      0.000E+00
   738791.,  5081845., 26, 11,      0.000E+00
   738791.,  5081895., 26, 12,      0.000E+00
   738791.,  5081945., 26, 13,      0.000E+00
   738791.,  5081995., 26, 14,      0.000E+00
   738791.,  5082045., 26, 15,      0.000E+00
   738791.,  5082095., 26, 16,      0.000E+00
   738791.,  5082145., 26, 17,      0.000E+00
   738791.,  5082195., 26, 18,      0.000E+00
   738791.,  5082245., 26, 19,      0.000E+00
   738791.,  5082295., 26, 20,      0.000E+00
   738791.,  5082345., 26, 21,      0.000E+00
   738791.,  5082395., 26, 22,      0.000E+00
   738791.,  5082445., 26, 23,      0.000E+00
   738791.,  5082495., 26, 24,      0.000E+00
   738791.,  5082545., 26, 25,      0.000E+00
   738791.,  5082595., 26, 26,      0.000E+00
   738791.,  5082645., 26, 27,      0.000E+00
   738791.,  5082695., 26, 28,      0.000E+00
   738791.,  5082745., 26, 29,      0.000E+00
   738791.,  5082795., 26, 30,      0.000E+00
   738791.,  5082845., 26, 31,      0.000E+00
   738791.,  5082895., 26, 32,      0.000E+00
   738791.,  5082945., 26, 33,      0.000E+00
   738791.,  5082995., 26, 34,      0.000E+00
   738791.,  5083045., 26, 35,      0.000E+00
   738791.,  5083095., 26, 36,      0.000E+00
   738791.,  5083145., 26, 37,      0.000E+00
   738791.,  5083195., 26, 38,      0.000E+00
   738791.,  5083245., 26, 39,      0.000E+00
   738791.,  5083295., 26, 40,      0.000E+00
   738791.,  5083345., 26, 41,      0.000E+00
   738791.,  5083395., 26, 42,      0.000E+00
   738791.,  5083445., 26, 43,      0.000E+00
   738791.,  5083495., 26, 44,      0.000E+00
   738791.,  5083545., 26, 45,      0.000E+00
   738791.,  5083595., 26, 46,      0.000E+00
   738791.,  5083645., 26, 47,      0.000E+00
   738791.,  5083695., 26, 48,      0.000E+00
   738791.,  5083745., 26, 49,      0.000E+00
   738791.,  5083795., 26, 50,      0.000E+00
   738791.,  5083845., 26, 51,      0.000E+00
   738791.,  5083895., 26, 52,      0.000E+00
   738791.,  5083945., 26, 53,      0.000E+00
   738791.,  5083995., 26, 54,      0.000E+00
   738791.,  5084045., 26, 55,      0.000E+00
   738791.,  5084095., 26, 56,      0.000E+00
   738791.,  5084145., 26, 57,      0.000E+00
   738791.,  5084195., 26, 58,      0.000E+00
   738791.,  5084245., 26, 59,      0.000E+00
   738791.,  5084295., 26, 60,      0.000E+00
   738791.,  5084345., 26, 61,      0.000E+00
   738791.,  5084395., 26, 62,      0.000E+00
   738791.,  5084445., 26, 63,      0.000E+00
   738791.,  5084495., 26, 64,      0.000E+00
   738791.,  5084545., 26, 65,      0.000E+00
   738791.,  5084595., 26, 66,      0.000E+00
   738791.,  5084645., 26, 67,      0.000E+00
   738791.,  5084695., 26, 68,      0.000E+00
   738791.,  5084745., 26, 69,      0.000E+00
   738791.,  5084795., 26, 70,      0.000E+00
   738791.,  5084845., 26, 71,      0.000E+00
   738791.,  5084895., 26, 72,      0.000E+00
   738791.,  5084945., 26, 73,      0.000E+00
   738791.,  5084995., 26, 74,      0.000E+00
   738791.,  5085045., 26, 75,      0.000E+00
   738791.,  5085095., 26, 76,      0.000E+00
   738791.,  5085145., 26, 77,      0.000E+00
   738791.,  5085195., 26, 78,      0.000E+00
   738791.,  5085245., 26, 79,      0.000E+00
   738791.,  5085295., 26, 80,      0.000E+00
   738791.,  5085345., 26, 81,      0.000E+00
   738791.,  5085395., 26, 82,      0.000E+00
   738791.,  5085445., 26, 83,      0.000E+00
   738791.,  5085495., 26, 84,      0.000E+00
   738791.,  5085545., 26, 85,      0.000E+00
   738791.,  5085595., 26, 86,      0.000E+00
   738791.,  5085645., 26, 87,      0.000E+00
   738791.,  5085695., 26, 88,      0.000E+00
   738791.,  5085745., 26, 89,      0.000E+00
   738791.,  5085795., 26, 90,      0.000E+00
   738791.,  5085845., 26, 91,      0.000E+00
   738791.,  5085895., 26, 92,      0.000E+00
   738791.,  5085945., 26, 93,      0.000E+00
   738791.,  5085995., 26, 94,      0.000E+00
   738791.,  5086045., 26, 95,      0.000E+00
   738791.,  5086095., 26, 96,      0.000E+00
   738791.,  5086145., 26, 97,      0.000E+00
   738791.,  5086195., 26, 98,      0.000E+00
   738791.,  5086245., 26, 99,      0.000E+00
   738791.,  5086295., 26,100,      0.000E+00
   738841.,  5081345., 27,  1,      0.000E+00
   738841.,  5081395., 27,  2,      0.000E+00
   738841.,  5081445., 27,  3,      0.000E+00
   738841.,  5081495., 27,  4,      0.000E+00
   738841.,  5081545., 27,  5,      0.000E+00
   738841.,  5081595., 27,  6,      0.000E+00
   738841.,  5081645., 27,  7,      0.000E+00
   738841.,  5081695., 27,  8,      0.000E+00
   738841.,  5081745., 27,  9,      0.000E+00
   738841.,  5081795., 27, 10,      0.000E+00
   738841.,  5081845., 27, 11,      0.000E+00
   738841.,  5081895., 27, 12,      0.000E+00
   738841.,  5081945., 27, 13,      0.000E+00
   738841.,  5081995., 27, 14,      0.000E+00
   738841.,  5082045., 27, 15,      0.000E+00
   738841.,  5082095., 27, 16,      0.000E+00
   738841.,  5082145., 27, 17,      0.000E+00
   738841.,  5082195., 27, 18,      0.000E+00
   738841.,  5082245., 27, 19,      0.000E+00
   738841.,  5082295., 27, 20,      0.000E+00
   738841.,  5082345., 27, 21,      0.000E+00
   738841.,  5082395., 27, 22,      0.000E+00
   738841.,  5082445., 27, 23,      0.000E+00
   738841.,  5082495., 27, 24,      0.000E+00
   738841.,  5082545., 27, 25,      0.000E+00
   738841.,  5082595., 27, 26,      0.000E+00
   738841.,  5082645., 27, 27,      0.000E+00
   738841.,  5082695., 27, 28,      0.000E+00
   738841.,  5082745., 27, 29,      0.000E+00
   738841.,  5082795., 27, 30,      0.000E+00
   738841.,  5082845., 27, 31,      0.000E+00
   738841.,  5082895., 27, 32,      0.000E+00
   738841.,  5082945., 27, 33,      0.000E+00
   738841.,  5082995., 27, 34,      0.000E+00
   738841.,  5083045., 27, 35,      0.000E+00
   738841.,  5083095., 27, 36,      0.000E+00
   738841.,  5083145., 27, 37,      0.000E+00
   738841.,  5083195., 27, 38,      0.000E+00
   738841.,  5083245., 27, 39,      0.000E+00
   738841.,  5083295., 27, 40,      0.000E+00
   738841.,  5083345., 27, 41,      0.000E+00
   738841.,  5083395., 27, 42,      0.000E+00
   738841.,  5083445., 27, 43,      0.000E+00
   738841.,  5083495., 27, 44,      0.000E+00
   738841.,  5083545., 27, 45,      0.000E+00
   738841.,  5083595., 27, 46,      0.000E+00
   738841.,  5083645., 27, 47,      0.000E+00
   738841.,  5083695., 27, 48,      0.000E+00
   738841.,  5083745., 27, 49,      0.000E+00
   738841.,  5083795., 27, 50,      0.000E+00
   738841.,  5083845., 27, 51,      0.000E+00
   738841.,  5083895., 27, 52,      0.000E+00
   738841.,  5083945., 27, 53,      0.000E+00
   738841.,  5083995., 27, 54,      0.000E+00
   738841.,  5084045., 27, 55,      0.000E+00
   738841.,  5084095., 27, 56,      0.000E+00
   738841.,  5084145., 27, 57,      0.000E+00
   738841.,  5084195., 27, 58,      0.000E+00
   738841.,  5084245., 27, 59,      0.000E+00
   738841.,  5084295., 27, 60,      0.000E+00
   738841.,  5084345., 27, 61,      0.000E+00
   738841.,  5084395., 27, 62,      0.000E+00
   738841.,  5084445., 27, 63,      0.000E+00
   738841.,  5084495., 27, 64,      0.000E+00
   738841.,  5084545., 27, 65,      0.000E+00
   738841.,  5084595., 27, 66,      0.000E+00
   738841.,  5084645., 27, 67,      0.000E+00
   738841.,  5084695., 27, 68,      0.000E+00
   738841.,  5084745., 27, 69,      0.000E+00
   738841.,  5084795., 27, 70,      0.000E+00
   738841.,  5084845., 27, 71,      0.000E+00
   738841.,  5084895., 27, 72,      0.000E+00
   738841.,  5084945., 27, 73,      0.000E+00
   738841.,  5084995., 27, 74,      0.000E+00
   738841.,  5085045., 27, 75,      0.000E+00
   738841.,  5085095., 27, 76,      0.000E+00
   738841.,  5085145., 27, 77,      0.000E+00
   738841.,  5085195., 27, 78,      0.000E+00
   738841.,  5085245., 27, 79,      0.000E+00
   738841.,  5085295., 27, 80,      0.000E+00
   738841.,  5085345., 27, 81,      0.000E+00
   738841.,  5085395., 27, 82,      0.000E+00
   738841.,  5085445., 27, 83,      0.000E+00
   738841.,  5085495., 27, 84,      0.000E+00
   738841.,  5085545., 27, 85,      0.000E+00
   738841.,  5085595., 27, 86,      0.000E+00
   738841.,  5085645., 27, 87,      0.000E+00
   738841.,  5085695., 27, 88,      0.000E+00
   738841.,  5085745., 27, 89,      0.000E+00
   738841.,  5085795., 27, 90,      0.000E+00
   738841.,  5085845., 27, 91,      0.000E+00
   738841.,  5085895., 27, 92,      0.000E+00
   738841.,  5085945., 27, 93,      0.000E+00
   738841.,  5085995., 27, 94,      0.000E+00
   738841.,  5086045., 27, 95,      0.000E+00
   738841.,  5086095., 27, 96,      0.000E+00
   738841.,  5086145., 27, 97,      0.000E+00
   738841.,  5086195., 27, 98,      0.000E+00
   738841.,  5086245., 27, 99,      0.000E+00
   738841.,  5086295., 27,100,      0.000E+00
   738891.,  5081345., 28,  1,      0.000E+00
   738891.,  5081395., 28,  2,      0.000E+00
   738891.,  5081445., 28,  3,      0.000E+00
   738891.,  5081495., 28,  4,      0.000E+00
   738891.,  5081545., 28,  5,      0.000E+00
   738891.,  5081595., 28,  6,      0.000E+00
   738891.,  5081645., 28,  7,      0.000E+00
   738891.,  5081695., 28,  8,      0.000E+00
   738891.,  5081745., 28,  9,      0.000E+00
   738891.,  5081795., 28, 10,      0.000E+00
   738891.,  5081845., 28, 11,      0.000E+00
   738891.,  5081895., 28, 12,      0.000E+00
   738891.,  5081945., 28, 13,      0.000E+00
   738891.,  5081995., 28, 14,      0.000E+00
   738891.,  5082045., 28, 15,      0.000E+00
   738891.,  5082095., 28, 16,      0.000E+00
   738891.,  5082145., 28, 17,      0.000E+00
   738891.,  5082195., 28, 18,      0.000E+00
   738891.,  5082245., 28, 19,      0.000E+00
   738891.,  5082295., 28, 20,      0.000E+00
   738891.,  5082345., 28, 21,      0.000E+00
   738891.,  5082395., 28, 22,      0.000E+00
   738891.,  5082445., 28, 23,      0.000E+00
   738891.,  5082495., 28, 24,      0.000E+00
   738891.,  5082545., 28, 25,      0.000E+00
   738891.,  5082595., 28, 26,      0.000E+00
   738891.,  5082645., 28, 27,      0.000E+00
   738891.,  5082695., 28, 28,      0.000E+00
   738891.,  5082745., 28, 29,      0.000E+00
   738891.,  5082795., 28, 30,      0.000E+00
   738891.,  5082845., 28, 31,      0.000E+00
   738891.,  5082895., 28, 32,      0.000E+00
   738891.,  5082945., 28, 33,      0.000E+00
   738891.,  5082995., 28, 34,      0.000E+00
   738891.,  5083045., 28, 35,      0.000E+00
   738891.,  5083095., 28, 36,      0.000E+00
   738891.,  5083145., 28, 37,      0.000E+00
   738891.,  5083195., 28, 38,      0.000E+00
   738891.,  5083245., 28, 39,      0.000E+00
   738891.,  5083295., 28, 40,      0.000E+00
   738891.,  5083345., 28, 41,      0.000E+00
   738891.,  5083395., 28, 42,      0.000E+00
   738891.,  5083445., 28, 43,      0.000E+00
   738891.,  5083495., 28, 44,      0.000E+00
   738891.,  5083545., 28, 45,      0.000E+00
   738891.,  5083595., 28, 46,      0.000E+00
   738891.,  5083645., 28, 47,      0.000E+00
   738891.,  5083695., 28, 48,      0.000E+00
   738891.,  5083745., 28, 49,      0.000E+00
   738891.,  5083795., 28, 50,      0.000E+00
   738891.,  5083845., 28, 51,      0.000E+00
   738891.,  5083895., 28, 52,      0.000E+00
   738891.,  5083945., 28, 53,      0.000E+00
   738891.,  5083995., 28, 54,      0.000E+00
   738891.,  5084045., 28, 55,      0.000E+00
   738891.,  5084095., 28, 56,      0.000E+00
   738891.,  5084145., 28, 57,      0.000E+00
   738891.,  5084195., 28, 58,      0.000E+00
   738891.,  5084245., 28, 59,      0.000E+00
   738891.,  5084295., 28, 60,      0.000E+00
   738891.,  5084345., 28, 61,      0.000E+00
   738891.,  5084395., 28, 62,      0.000E+00
   738891.,  5084445., 28, 63,      0.000E+00
   738891.,  5084495., 28, 64,      0.000E+00
   738891.,  5084545., 28, 65,      0.000E+00
   738891.,  5084595., 28, 66,      0.000E+00
   738891.,  5084645., 28, 67,      0.000E+00
   738891.,  5084695., 28, 68,      0.000E+00
   738891.,  5084745., 28, 69,      0.000E+00
   738891.,  5084795., 28, 70,      0.000E+00
   738891.,  5084845., 28, 71,      0.000E+00
   738891.,  5084895., 28, 72,      0.000E+00
   738891.,  5084945., 28, 73,      0.000E+00
   738891.,  5084995., 28, 74,      0.000E+00
   738891.,  5085045., 28, 75,      0.000E+00
   738891.,  5085095., 28, 76,      0.000E+00
   738891.,  5085145., 28, 77,      0.000E+00
   738891.,  5085195., 28, 78,      0.000E+00
   738891.,  5085245., 28, 79,      0.000E+00
   738891.,  5085295., 28, 80,      0.000E+00
   738891.,  5085345., 28, 81,      0.000E+00
   738891.,  5085395., 28, 82,      0.000E+00
   738891.,  5085445., 28, 83,      0.000E+00
   738891.,  5085495., 28, 84,      0.000E+00
   738891.,  5085545., 28, 85,      0.000E+00
   738891.,  5085595., 28, 86,      0.000E+00
   738891.,  5085645., 28, 87,      0.000E+00
   738891.,  5085695., 28, 88,      0.000E+00
   738891.,  5085745., 28, 89,      0.000E+00
   738891.,  5085795., 28, 90,      0.000E+00
   738891.,  5085845., 28, 91,      0.000E+00
   738891.,  5085895., 28, 92,      0.000E+00
   738891.,  5085945., 28, 93,      0.000E+00
   738891.,  5085995., 28, 94,      0.000E+00
   738891.,  5086045., 28, 95,      0.000E+00
   738891.,  5086095., 28, 96,      0.000E+00
   738891.,  5086145., 28, 97,      0.000E+00
   738891.,  5086195., 28, 98,      0.000E+00
   738891.,  5086245., 28, 99,      0.000E+00
   738891.,  5086295., 28,100,      0.000E+00
   738941.,  5081345., 29,  1,      0.000E+00
   738941.,  5081395., 29,  2,      0.000E+00
   738941.,  5081445., 29,  3,      0.000E+00
   738941.,  5081495., 29,  4,      0.000E+00
   738941.,  5081545., 29,  5,      0.000E+00
   738941.,  5081595., 29,  6,      0.000E+00
   738941.,  5081645., 29,  7,      0.000E+00
   738941.,  5081695., 29,  8,      0.000E+00
   738941.,  5081745., 29,  9,      0.000E+00
   738941.,  5081795., 29, 10,      0.000E+00
   738941.,  5081845., 29, 11,      0.000E+00
   738941.,  5081895., 29, 12,      0.000E+00
   738941.,  5081945., 29, 13,      0.000E+00
   738941.,  5081995., 29, 14,      0.000E+00
   738941.,  5082045., 29, 15,      0.000E+00
   738941.,  5082095., 29, 16,      0.000E+00
   738941.,  5082145., 29, 17,      0.000E+00
   738941.,  5082195., 29, 18,      0.000E+00
   738941.,  5082245., 29, 19,      0.000E+00
   738941.,  5082295., 29, 20,      0.000E+00
   738941.,  5082345., 29, 21,      0.000E+00
   738941.,  5082395., 29, 22,      0.000E+00
   738941.,  5082445., 29, 23,      0.000E+00
   738941.,  5082495., 29, 24,      0.000E+00
   738941.,  5082545., 29, 25,      0.000E+00
   738941.,  5082595., 29, 26,      0.000E+00
   738941.,  5082645., 29, 27,      0.000E+00
   738941.,  5082695., 29, 28,      0.000E+00
   738941.,  5082745., 29, 29,      0.000E+00
   738941.,  5082795., 29, 30,      0.000E+00
   738941.,  5082845., 29, 31,      0.000E+00
   738941.,  5082895., 29, 32,      0.000E+00
   738941.,  5082945., 29, 33,      0.000E+00
   738941.,  5082995., 29, 34,      0.000E+00
   738941.,  5083045., 29, 35,      0.000E+00
   738941.,  5083095., 29, 36,      0.000E+00
   738941.,  5083145., 29, 37,      0.000E+00
   738941.,  5083195., 29, 38,      0.000E+00
   738941.,  5083245., 29, 39,      0.000E+00
   738941.,  5083295., 29, 40,      0.000E+00
   738941.,  5083345., 29, 41,      0.000E+00
   738941.,  5083395., 29, 42,      0.000E+00
