 X,Y,I,J,MAX1H,NSUP1H,EPISODES,DURMAX
   738991.,  5083945., 30, 53,      1.600E+00,     5,     0,    0.
   738991.,  5083995., 30, 54,      1.237E+00,     3,     0,    0.
   738991.,  5084045., 30, 55,      1.204E+00,     3,     0,    0.
   738991.,  5084095., 30, 56,      1.011E+00,     1,     0,    0.
   738991.,  5084145., 30, 57,      1.199E+00,     1,     0,    0.
   738991.,  5084195., 30, 58,      1.413E+00,     1,     0,    0.
   738991.,  5084245., 30, 59,      1.314E+00,     1,     0,    0.
   738991.,  5084295., 30, 60,      1.138E+00,     2,     0,    0.
   738991.,  5084345., 30, 61,      1.305E+00,     1,     0,    0.
   738991.,  5084395., 30, 62,      1.115E+00,     1,     0,    0.
   738991.,  5084445., 30, 63,      7.872E-01,     0,     0,    0.
   738991.,  5084495., 30, 64,      7.931E-01,     0,     0,    0.
   738991.,  5084545., 30, 65,      9.214E-01,     0,     0,    0.
   738991.,  5084595., 30, 66,      1.184E+00,     1,     0,    0.
   738991.,  5084645., 30, 67,      1.076E+00,     1,     0,    0.
   738991.,  5084695., 30, 68,      7.302E-01,     0,     0,    0.
   738991.,  5084745., 30, 69,      5.256E-01,     0,     0,    0.
   738991.,  5084795., 30, 70,      5.294E-01,     0,     0,    0.
   738991.,  5084845., 30, 71,      5.681E-01,     0,     0,    0.
   738991.,  5084895., 30, 72,      6.855E-01,     0,     0,    0.
   738991.,  5084945., 30, 73,      7.212E-01,     0,     0,    0.
   738991.,  5084995., 30, 74,      6.828E-01,     0,     0,    0.
   738991.,  5085045., 30, 75,      6.044E-01,     0,     0,    0.
   738991.,  5085095., 30, 76,      5.779E-01,     0,     0,    0.
   738991.,  5085145., 30, 77,      4.818E-01,     0,     0,    0.
   738991.,  5085195., 30, 78,      5.045E-01,     0,     0,    0.
   738991.,  5085245., 30, 79,      6.187E-01,     0,     0,    0.
   738991.,  5085295., 30, 80,      7.023E-01,     0,     0,    0.
   738991.,  5085345., 30, 81,      7.148E-01,     0,     0,    0.
   738991.,  5085395., 30, 82,      6.515E-01,     0,     0,    0.
   738991.,  5085445., 30, 83,      5.499E-01,     0,     0,    0.
   738991.,  5085495., 30, 84,      4.484E-01,     0,     0,    0.
   738991.,  5085545., 30, 85,      3.577E-01,     0,     0,    0.
   738991.,  5085595., 30, 86,      3.343E-01,     0,     0,    0.
   738991.,  5085645., 30, 87,      3.485E-01,     0,     0,    0.
   738991.,  5085695., 30, 88,      3.552E-01,     0,     0,    0.
   738991.,  5085745., 30, 89,      3.514E-01,     0,     0,    0.
   738991.,  5085795., 30, 90,      3.353E-01,     0,     0,    0.
   738991.,  5085845., 30, 91,      3.071E-01,     0,     0,    0.
   738991.,  5085895., 30, 92,      2.694E-01,     0,     0,    0.
   738991.,  5085945., 30, 93,      2.617E-01,     0,     0,    0.
   738991.,  5085995., 30, 94,      3.037E-01,     0,     0,    0.
   738991.,  5086045., 30, 95,      3.265E-01,     0,     0,    0.
   738991.,  5086095., 30, 96,      3.067E-01,     0,     0,    0.
   738991.,  5086145., 30, 97,      3.081E-01,     0,     0,    0.
   738991.,  5086195., 30, 98,      3.277E-01,     0,     0,    0.
   738991.,  5086245., 30, 99,      3.216E-01,     0,     0,    0.
   738991.,  5086295., 30,100,      2.639E-01,     0,     0,    0.
   739041.,  5081345., 31,  1,      3.250E-01,     0,     0,    0.
   739041.,  5081395., 31,  2,      4.552E-01,     0,     0,    0.
   739041.,  5081445., 31,  3,      5.257E-01,     0,     0,    0.
   739041.,  5081495., 31,  4,      5.492E-01,     0,     0,    0.
   739041.,  5081545., 31,  5,      5.528E-01,     0,     0,    0.
   739041.,  5081595., 31,  6,      5.577E-01,     0,     0,    0.
   739041.,  5081645., 31,  7,      5.471E-01,     0,     0,    0.
   739041.,  5081695., 31,  8,      5.238E-01,     0,     0,    0.
   739041.,  5081745., 31,  9,      5.128E-01,     0,     0,    0.
   739041.,  5081795., 31, 10,      5.469E-01,     0,     0,    0.
   739041.,  5081845., 31, 11,      5.634E-01,     0,     0,    0.
   739041.,  5081895., 31, 12,      6.498E-01,     0,     0,    0.
   739041.,  5081945., 31, 13,      6.906E-01,     0,     0,    0.
   739041.,  5081995., 31, 14,      6.987E-01,     0,     0,    0.
   739041.,  5082045., 31, 15,      6.522E-01,     0,     0,    0.
   739041.,  5082095., 31, 16,      5.835E-01,     0,     0,    0.
   739041.,  5082145., 31, 17,      6.211E-01,     0,     0,    0.
   739041.,  5082195., 31, 18,      6.789E-01,     0,     0,    0.
   739041.,  5082245., 31, 19,      6.848E-01,     0,     0,    0.
   739041.,  5082295., 31, 20,      7.168E-01,     0,     0,    0.
   739041.,  5082345., 31, 21,      6.907E-01,     0,     0,    0.
   739041.,  5082395., 31, 22,      8.385E-01,     0,     0,    0.
   739041.,  5082445., 31, 23,      8.416E-01,     0,     0,    0.
   739041.,  5082495., 31, 24,      1.198E+00,     1,     0,    0.
   739041.,  5082545., 31, 25,      1.369E+00,     1,     0,    0.
   739041.,  5082595., 31, 26,      1.189E+00,     1,     0,    0.
   739041.,  5082645., 31, 27,      1.006E+00,     1,     0,    0.
   739041.,  5082695., 31, 28,      9.728E-01,     0,     0,    0.
   739041.,  5082745., 31, 29,      9.309E-01,     0,     0,    0.
   739041.,  5082795., 31, 30,      1.080E+00,     1,     0,    0.
   739041.,  5082845., 31, 31,      1.011E+00,     1,     0,    0.
   739041.,  5082895., 31, 32,      9.683E-01,     0,     0,    0.
   739041.,  5082945., 31, 33,      9.670E-01,     0,     0,    0.
   739041.,  5082995., 31, 34,      1.094E+00,     6,     0,    0.
   739041.,  5083045., 31, 35,      1.197E+00,     5,     0,    0.
   739041.,  5083095., 31, 36,      1.165E+00,     9,     0,    0.
   739041.,  5083145., 31, 37,      1.253E+00,    10,     0,    0.
   739041.,  5083195., 31, 38,      1.233E+00,    22,     0,    0.
   739041.,  5083245., 31, 39,      1.566E+00,    25,     0,    0.
   739041.,  5083295., 31, 40,      1.573E+00,    19,     0,    0.
   739041.,  5083345., 31, 41,      1.388E+00,    27,     0,    0.
   739041.,  5083395., 31, 42,      1.341E+00,    19,     0,    0.
   739041.,  5083445., 31, 43,      1.309E+00,    11,     0,    0.
   739041.,  5083495., 31, 44,      1.314E+00,    11,     0,    0.
   739041.,  5083545., 31, 45,      1.544E+00,    17,     0,    0.
   739041.,  5083595., 31, 46,      1.743E+00,    21,     0,    0.
   739041.,  5083645., 31, 47,      1.402E+00,    19,     0,    0.
   739041.,  5083695., 31, 48,      1.337E+00,    15,     0,    0.
   739041.,  5083745., 31, 49,      1.434E+00,    17,     0,    0.
   739041.,  5083795., 31, 50,      1.303E+00,    11,     0,    0.
   739041.,  5083845., 31, 51,      1.252E+00,     7,     0,    0.
   739041.,  5083895., 31, 52,      1.430E+00,     8,     0,    0.
   739041.,  5083945., 31, 53,      1.548E+00,     8,     0,    0.
   739041.,  5083995., 31, 54,      1.205E+00,     4,     0,    0.
   739041.,  5084045., 31, 55,      1.272E+00,     3,     0,    0.
   739041.,  5084095., 31, 56,      1.108E+00,     2,     0,    0.
   739041.,  5084145., 31, 57,      1.429E+00,     3,     0,    0.
   739041.,  5084195., 31, 58,      1.517E+00,     1,     0,    0.
   739041.,  5084245., 31, 59,      1.267E+00,     4,     0,    0.
   739041.,  5084295., 31, 60,      1.387E+00,     1,     0,    0.
   739041.,  5084345., 31, 61,      1.370E+00,     1,     0,    0.
   739041.,  5084395., 31, 62,      1.036E+00,     1,     0,    0.
   739041.,  5084445., 31, 63,      8.836E-01,     0,     0,    0.
   739041.,  5084495., 31, 64,      8.426E-01,     0,     0,    0.
   739041.,  5084545., 31, 65,      1.149E+00,     1,     0,    0.
   739041.,  5084595., 31, 66,      1.116E+00,     1,     0,    0.
   739041.,  5084645., 31, 67,      7.924E-01,     0,     0,    0.
   739041.,  5084695., 31, 68,      5.888E-01,     0,     0,    0.
   739041.,  5084745., 31, 69,      5.990E-01,     0,     0,    0.
   739041.,  5084795., 31, 70,      5.999E-01,     0,     0,    0.
   739041.,  5084845., 31, 71,      7.137E-01,     0,     0,    0.
   739041.,  5084895., 31, 72,      7.711E-01,     0,     0,    0.
   739041.,  5084945., 31, 73,      7.283E-01,     0,     0,    0.
   739041.,  5084995., 31, 74,      6.528E-01,     0,     0,    0.
   739041.,  5085045., 31, 75,      6.437E-01,     0,     0,    0.
   739041.,  5085095., 31, 76,      5.336E-01,     0,     0,    0.
   739041.,  5085145., 31, 77,      4.872E-01,     0,     0,    0.
   739041.,  5085195., 31, 78,      6.039E-01,     0,     0,    0.
   739041.,  5085245., 31, 79,      7.177E-01,     0,     0,    0.
   739041.,  5085295., 31, 80,      7.827E-01,     0,     0,    0.
   739041.,  5085345., 31, 81,      7.572E-01,     0,     0,    0.
   739041.,  5085395., 31, 82,      6.514E-01,     0,     0,    0.
   739041.,  5085445., 31, 83,      5.165E-01,     0,     0,    0.
   739041.,  5085495., 31, 84,      3.912E-01,     0,     0,    0.
   739041.,  5085545., 31, 85,      3.566E-01,     0,     0,    0.
   739041.,  5085595., 31, 86,      3.761E-01,     0,     0,    0.
   739041.,  5085645., 31, 87,      3.895E-01,     0,     0,    0.
   739041.,  5085695., 31, 88,      3.935E-01,     0,     0,    0.
   739041.,  5085745., 31, 89,      3.853E-01,     0,     0,    0.
   739041.,  5085795., 31, 90,      3.631E-01,     0,     0,    0.
   739041.,  5085845., 31, 91,      3.279E-01,     0,     0,    0.
   739041.,  5085895., 31, 92,      2.835E-01,     0,     0,    0.
   739041.,  5085945., 31, 93,      2.961E-01,     0,     0,    0.
   739041.,  5085995., 31, 94,      3.236E-01,     0,     0,    0.
   739041.,  5086045., 31, 95,      3.261E-01,     0,     0,    0.
   739041.,  5086095., 31, 96,      3.102E-01,     0,     0,    0.
   739041.,  5086145., 31, 97,      2.936E-01,     0,     0,    0.
   739041.,  5086195., 31, 98,      2.792E-01,     0,     0,    0.
   739041.,  5086245., 31, 99,      2.397E-01,     0,     0,    0.
   739041.,  5086295., 31,100,      1.764E-01,     0,     0,    0.
   739091.,  5081345., 32,  1,      3.372E-01,     0,     0,    0.
   739091.,  5081395., 32,  2,      4.543E-01,     0,     0,    0.
   739091.,  5081445., 32,  3,      4.932E-01,     0,     0,    0.
   739091.,  5081495., 32,  4,      5.448E-01,     0,     0,    0.
   739091.,  5081545., 32,  5,      5.606E-01,     0,     0,    0.
   739091.,  5081595., 32,  6,      5.676E-01,     0,     0,    0.
   739091.,  5081645., 32,  7,      5.928E-01,     0,     0,    0.
   739091.,  5081695., 32,  8,      6.033E-01,     0,     0,    0.
   739091.,  5081745., 32,  9,      5.981E-01,     0,     0,    0.
   739091.,  5081795., 32, 10,      5.846E-01,     0,     0,    0.
   739091.,  5081845., 32, 11,      5.724E-01,     0,     0,    0.
   739091.,  5081895., 32, 12,      5.950E-01,     0,     0,    0.
   739091.,  5081945., 32, 13,      7.506E-01,     0,     0,    0.
   739091.,  5081995., 32, 14,      8.387E-01,     0,     0,    0.
   739091.,  5082045., 32, 15,      8.647E-01,     0,     0,    0.
   739091.,  5082095., 32, 16,      7.410E-01,     0,     0,    0.
   739091.,  5082145., 32, 17,      6.011E-01,     0,     0,    0.
   739091.,  5082195., 32, 18,      6.585E-01,     0,     0,    0.
   739091.,  5082245., 32, 19,      7.428E-01,     0,     0,    0.
   739091.,  5082295., 32, 20,      7.781E-01,     0,     0,    0.
   739091.,  5082345., 32, 21,      7.570E-01,     0,     0,    0.
   739091.,  5082395., 32, 22,      7.726E-01,     0,     0,    0.
   739091.,  5082445., 32, 23,      8.078E-01,     0,     0,    0.
   739091.,  5082495., 32, 24,      1.042E+00,     1,     0,    0.
   739091.,  5082545., 32, 25,      1.361E+00,     1,     0,    0.
   739091.,  5082595., 32, 26,      1.434E+00,     1,     0,    0.
   739091.,  5082645., 32, 27,      1.230E+00,     1,     0,    0.
   739091.,  5082695., 32, 28,      9.753E-01,     0,     0,    0.
   739091.,  5082745., 32, 29,      1.034E+00,     2,     0,    0.
   739091.,  5082795., 32, 30,      9.751E-01,     0,     0,    0.
   739091.,  5082845., 32, 31,      1.148E+00,     3,     0,    0.
   739091.,  5082895., 32, 32,      1.017E+00,     1,     0,    0.
   739091.,  5082945., 32, 33,      9.905E-01,     0,     0,    0.
   739091.,  5082995., 32, 34,      1.127E+00,     7,     0,    0.
   739091.,  5083045., 32, 35,      1.230E+00,    10,     0,    0.
   739091.,  5083095., 32, 36,      1.217E+00,    15,     0,    0.
   739091.,  5083145., 32, 37,      1.335E+00,    19,     0,    0.
   739091.,  5083195., 32, 38,      1.246E+00,    21,     0,    0.
   739091.,  5083245., 32, 39,      1.343E+00,    29,     0,    0.
   739091.,  5083295., 32, 40,      1.450E+00,    27,     0,    0.
   739091.,  5083345., 32, 41,      1.394E+00,    29,     0,    0.
   739091.,  5083395., 32, 42,      1.403E+00,    27,     0,    0.
   739091.,  5083445., 32, 43,      1.454E+00,    17,     0,    0.
   739091.,  5083495., 32, 44,      1.505E+00,    18,     0,    0.
   739091.,  5083545., 32, 45,      1.695E+00,    19,     0,    0.
   739091.,  5083595., 32, 46,      1.958E+00,    26,     0,    0.
   739091.,  5083645., 32, 47,      1.519E+00,    22,     0,    0.
   739091.,  5083695., 32, 48,      1.480E+00,    18,     0,    0.
   739091.,  5083745., 32, 49,      1.553E+00,    21,     0,    0.
   739091.,  5083795., 32, 50,      1.401E+00,    19,     0,    0.
   739091.,  5083845., 32, 51,      1.413E+00,     9,     0,    0.
   739091.,  5083895., 32, 52,      1.586E+00,    12,     0,    0.
   739091.,  5083945., 32, 53,      1.465E+00,     9,     0,    0.
   739091.,  5083995., 32, 54,      1.388E+00,     3,     0,    0.
   739091.,  5084045., 32, 55,      1.308E+00,     4,     0,    0.
   739091.,  5084095., 32, 56,      1.275E+00,     5,     0,    0.
   739091.,  5084145., 32, 57,      1.624E+00,     2,     0,    0.
   739091.,  5084195., 32, 58,      1.544E+00,     1,     0,    0.
   739091.,  5084245., 32, 59,      1.333E+00,     3,     0,    0.
   739091.,  5084295., 32, 60,      1.524E+00,     1,     0,    0.
   739091.,  5084345., 32, 61,      1.283E+00,     2,     0,    0.
   739091.,  5084395., 32, 62,      9.325E-01,     0,     0,    0.
   739091.,  5084445., 32, 63,      8.657E-01,     0,     0,    0.
   739091.,  5084495., 32, 64,      1.141E+00,     1,     0,    0.
   739091.,  5084545., 32, 65,      1.187E+00,     1,     0,    0.
   739091.,  5084595., 32, 66,      8.710E-01,     0,     0,    0.
   739091.,  5084645., 32, 67,      6.872E-01,     0,     0,    0.
   739091.,  5084695., 32, 68,      6.942E-01,     0,     0,    0.
   739091.,  5084745., 32, 69,      6.607E-01,     0,     0,    0.
   739091.,  5084795., 32, 70,      7.280E-01,     0,     0,    0.
   739091.,  5084845., 32, 71,      8.132E-01,     0,     0,    0.
   739091.,  5084895., 32, 72,      7.811E-01,     0,     0,    0.
   739091.,  5084945., 32, 73,      6.748E-01,     0,     0,    0.
   739091.,  5084995., 32, 74,      6.550E-01,     0,     0,    0.
   739091.,  5085045., 32, 75,      5.574E-01,     0,     0,    0.
   739091.,  5085095., 32, 76,      5.640E-01,     0,     0,    0.
   739091.,  5085145., 32, 77,      6.173E-01,     0,     0,    0.
   739091.,  5085195., 32, 78,      6.942E-01,     0,     0,    0.
   739091.,  5085245., 32, 79,      7.700E-01,     0,     0,    0.
   739091.,  5085295., 32, 80,      7.837E-01,     0,     0,    0.
   739091.,  5085345., 32, 81,      7.109E-01,     0,     0,    0.
   739091.,  5085395., 32, 82,      5.793E-01,     0,     0,    0.
   739091.,  5085445., 32, 83,      4.381E-01,     0,     0,    0.
   739091.,  5085495., 32, 84,      3.798E-01,     0,     0,    0.
   739091.,  5085545., 32, 85,      4.034E-01,     0,     0,    0.
   739091.,  5085595., 32, 86,      4.224E-01,     0,     0,    0.
   739091.,  5085645., 32, 87,      4.334E-01,     0,     0,    0.
   739091.,  5085695., 32, 88,      4.330E-01,     0,     0,    0.
   739091.,  5085745., 32, 89,      4.181E-01,     0,     0,    0.
   739091.,  5085795., 32, 90,      3.879E-01,     0,     0,    0.
   739091.,  5085845., 32, 91,      3.444E-01,     0,     0,    0.
   739091.,  5085895., 32, 92,      3.260E-01,     0,     0,    0.
   739091.,  5085945., 32, 93,      3.364E-01,     0,     0,    0.
   739091.,  5085995., 32, 94,      3.425E-01,     0,     0,    0.
   739091.,  5086045., 32, 95,      3.200E-01,     0,     0,    0.
   739091.,  5086095., 32, 96,      2.778E-01,     0,     0,    0.
   739091.,  5086145., 32, 97,      2.309E-01,     0,     0,    0.
   739091.,  5086195., 32, 98,      1.932E-01,     0,     0,    0.
   739091.,  5086245., 32, 99,      1.627E-01,     0,     0,    0.
   739091.,  5086295., 32,100,      1.296E-01,     0,     0,    0.
   739141.,  5081345., 33,  1,      3.466E-01,     0,     0,    0.
   739141.,  5081395., 33,  2,      4.960E-01,     0,     0,    0.
   739141.,  5081445., 33,  3,      5.563E-01,     0,     0,    0.
   739141.,  5081495., 33,  4,      5.597E-01,     0,     0,    0.
   739141.,  5081545., 33,  5,      5.550E-01,     0,     0,    0.
   739141.,  5081595., 33,  6,      5.823E-01,     0,     0,    0.
   739141.,  5081645., 33,  7,      6.146E-01,     0,     0,    0.
   739141.,  5081695., 33,  8,      5.950E-01,     0,     0,    0.
   739141.,  5081745., 33,  9,      6.452E-01,     0,     0,    0.
   739141.,  5081795., 33, 10,      6.780E-01,     0,     0,    0.
   739141.,  5081845., 33, 11,      6.795E-01,     0,     0,    0.
   739141.,  5081895., 33, 12,      6.470E-01,     0,     0,    0.
   739141.,  5081945., 33, 13,      6.269E-01,     0,     0,    0.
   739141.,  5081995., 33, 14,      7.858E-01,     0,     0,    0.
   739141.,  5082045., 33, 15,      9.263E-01,     0,     0,    0.
   739141.,  5082095., 33, 16,      9.414E-01,     0,     0,    0.
   739141.,  5082145., 33, 17,      7.442E-01,     0,     0,    0.
   739141.,  5082195., 33, 18,      6.506E-01,     0,     0,    0.
   739141.,  5082245., 33, 19,      6.966E-01,     0,     0,    0.
   739141.,  5082295., 33, 20,      8.113E-01,     0,     0,    0.
   739141.,  5082345., 33, 21,      9.037E-01,     0,     0,    0.
   739141.,  5082395., 33, 22,      9.141E-01,     0,     0,    0.
   739141.,  5082445., 33, 23,      8.336E-01,     0,     0,    0.
   739141.,  5082495., 33, 24,      8.030E-01,     0,     0,    0.
   739141.,  5082545., 33, 25,      1.053E+00,     1,     0,    0.
   739141.,  5082595., 33, 26,      1.298E+00,     1,     0,    0.
   739141.,  5082645., 33, 27,      1.357E+00,     2,     0,    0.
   739141.,  5082695., 33, 28,      1.169E+00,     4,     0,    0.
   739141.,  5082745., 33, 29,      1.181E+00,     3,     0,    0.
   739141.,  5082795., 33, 30,      1.124E+00,     4,     0,    0.
   739141.,  5082845., 33, 31,      1.073E+00,     3,     0,    0.
   739141.,  5082895., 33, 32,      1.196E+00,     4,     0,    0.
   739141.,  5082945., 33, 33,      1.034E+00,     2,     0,    0.
   739141.,  5082995., 33, 34,      1.159E+00,     8,     0,    0.
   739141.,  5083045., 33, 35,      1.194E+00,    15,     0,    0.
   739141.,  5083095., 33, 36,      1.490E+00,    17,     0,    0.
   739141.,  5083145., 33, 37,      1.491E+00,    22,     0,    0.
   739141.,  5083195., 33, 38,      1.431E+00,    26,     0,    0.
   739141.,  5083245., 33, 39,      1.320E+00,    33,     0,    0.
   739141.,  5083295., 33, 40,      1.484E+00,    38,     0,    0.
   739141.,  5083345., 33, 41,      1.447E+00,    33,     0,    0.
   739141.,  5083395., 33, 42,      1.416E+00,    37,     0,    0.
   739141.,  5083445., 33, 43,      1.625E+00,    27,     0,    0.
   739141.,  5083495., 33, 44,      1.708E+00,    22,     0,    0.
   739141.,  5083545., 33, 45,      1.971E+00,    26,     0,    0.
   739141.,  5083595., 33, 46,      2.131E+00,    33,     0,    0.
   739141.,  5083645., 33, 47,      1.664E+00,    31,     0,    0.
   739141.,  5083695., 33, 48,      1.613E+00,    26,     0,    0.
   739141.,  5083745., 33, 49,      1.687E+00,    26,     0,    0.
   739141.,  5083795., 33, 50,      1.530E+00,    20,     0,    0.
   739141.,  5083845., 33, 51,      1.564E+00,    13,     0,    0.
   739141.,  5083895., 33, 52,      1.689E+00,    13,     0,    0.
   739141.,  5083945., 33, 53,      1.310E+00,    11,     0,    0.
   739141.,  5083995., 33, 54,      1.572E+00,     4,     0,    0.
   739141.,  5084045., 33, 55,      1.299E+00,     3,     0,    0.
   739141.,  5084095., 33, 56,      1.543E+00,     4,     0,    0.
   739141.,  5084145., 33, 57,      1.752E+00,     1,     0,    0.
   739141.,  5084195., 33, 58,      1.479E+00,     5,     0,    0.
   739141.,  5084245., 33, 59,      1.532E+00,     2,     0,    0.
   739141.,  5084295., 33, 60,      1.483E+00,     1,     0,    0.
   739141.,  5084345., 33, 61,      1.079E+00,     1,     0,    0.
   739141.,  5084395., 33, 62,      9.493E-01,     0,     0,    0.
   739141.,  5084445., 33, 63,      1.218E+00,     2,     0,    0.
   739141.,  5084495., 33, 64,      1.258E+00,     2,     0,    0.
   739141.,  5084545., 33, 65,      9.724E-01,     0,     0,    0.
   739141.,  5084595., 33, 66,      7.766E-01,     0,     0,    0.
   739141.,  5084645., 33, 67,      8.216E-01,     0,     0,    0.
   739141.,  5084695., 33, 68,      7.627E-01,     0,     0,    0.
   739141.,  5084745., 33, 69,      7.638E-01,     0,     0,    0.
   739141.,  5084795., 33, 70,      8.575E-01,     0,     0,    0.
   739141.,  5084845., 33, 71,      8.270E-01,     0,     0,    0.
   739141.,  5084895., 33, 72,      7.141E-01,     0,     0,    0.
   739141.,  5084945., 33, 73,      6.480E-01,     0,     0,    0.
   739141.,  5084995., 33, 74,      6.364E-01,     0,     0,    0.
   739141.,  5085045., 33, 75,      6.738E-01,     0,     0,    0.
   739141.,  5085095., 33, 76,      6.301E-01,     0,     0,    0.
   739141.,  5085145., 33, 77,      6.963E-01,     0,     0,    0.
   739141.,  5085195., 33, 78,      7.310E-01,     0,     0,    0.
   739141.,  5085245., 33, 79,      7.285E-01,     0,     0,    0.
   739141.,  5085295., 33, 80,      6.855E-01,     0,     0,    0.
   739141.,  5085345., 33, 81,      5.834E-01,     0,     0,    0.
   739141.,  5085395., 33, 82,      4.548E-01,     0,     0,    0.
   739141.,  5085445., 33, 83,      4.053E-01,     0,     0,    0.
   739141.,  5085495., 33, 84,      4.320E-01,     0,     0,    0.
   739141.,  5085545., 33, 85,      4.551E-01,     0,     0,    0.
   739141.,  5085595., 33, 86,      4.719E-01,     0,     0,    0.
   739141.,  5085645., 33, 87,      4.785E-01,     0,     0,    0.
   739141.,  5085695., 33, 88,      4.712E-01,     0,     0,    0.
   739141.,  5085745., 33, 89,      4.475E-01,     0,     0,    0.
   739141.,  5085795., 33, 90,      4.137E-01,     0,     0,    0.
   739141.,  5085845., 33, 91,      3.682E-01,     0,     0,    0.
   739141.,  5085895., 33, 92,      3.547E-01,     0,     0,    0.
   739141.,  5085945., 33, 93,      3.645E-01,     0,     0,    0.
   739141.,  5085995., 33, 94,      3.467E-01,     0,     0,    0.
   739141.,  5086045., 33, 95,      3.070E-01,     0,     0,    0.
   739141.,  5086095., 33, 96,      2.594E-01,     0,     0,    0.
   739141.,  5086145., 33, 97,      2.244E-01,     0,     0,    0.
   739141.,  5086195., 33, 98,      1.957E-01,     0,     0,    0.
   739141.,  5086245., 33, 99,      1.704E-01,     0,     0,    0.
   739141.,  5086295., 33,100,      1.400E-01,     0,     0,    0.
   739191.,  5081345., 34,  1,      3.563E-01,     0,     0,    0.
   739191.,  5081395., 34,  2,      4.789E-01,     0,     0,    0.
   739191.,  5081445., 34,  3,      5.306E-01,     0,     0,    0.
   739191.,  5081495., 34,  4,      6.056E-01,     0,     0,    0.
   739191.,  5081545., 34,  5,      6.242E-01,     0,     0,    0.
   739191.,  5081595., 34,  6,      5.987E-01,     0,     0,    0.
   739191.,  5081645., 34,  7,      5.827E-01,     0,     0,    0.
   739191.,  5081695., 34,  8,      6.097E-01,     0,     0,    0.
   739191.,  5081745., 34,  9,      6.281E-01,     0,     0,    0.
   739191.,  5081795., 34, 10,      6.762E-01,     0,     0,    0.
   739191.,  5081845., 34, 11,      7.413E-01,     0,     0,    0.
   739191.,  5081895., 34, 12,      7.518E-01,     0,     0,    0.
   739191.,  5081945., 34, 13,      7.280E-01,     0,     0,    0.
   739191.,  5081995., 34, 14,      6.862E-01,     0,     0,    0.
   739191.,  5082045., 34, 15,      7.498E-01,     0,     0,    0.
   739191.,  5082095., 34, 16,      9.127E-01,     0,     0,    0.
   739191.,  5082145., 34, 17,      8.917E-01,     0,     0,    0.
   739191.,  5082195., 34, 18,      7.863E-01,     0,     0,    0.
   739191.,  5082245., 34, 19,      7.705E-01,     0,     0,    0.
   739191.,  5082295., 34, 20,      7.284E-01,     0,     0,    0.
   739191.,  5082345., 34, 21,      9.031E-01,     0,     0,    0.
   739191.,  5082395., 34, 22,      1.050E+00,     1,     0,    0.
   739191.,  5082445., 34, 23,      1.106E+00,     1,     0,    0.
   739191.,  5082495., 34, 24,      1.034E+00,     1,     0,    0.
   739191.,  5082545., 34, 25,      8.573E-01,     0,     0,    0.
   739191.,  5082595., 34, 26,      9.787E-01,     0,     0,    0.
   739191.,  5082645., 34, 27,      1.113E+00,     1,     0,    0.
   739191.,  5082695., 34, 28,      1.187E+00,     3,     0,    0.
   739191.,  5082745., 34, 29,      1.323E+00,     5,     0,    0.
   739191.,  5082795., 34, 30,      1.273E+00,     3,     0,    0.
   739191.,  5082845., 34, 31,      1.184E+00,     7,     0,    0.
   739191.,  5082895., 34, 32,      1.263E+00,     8,     0,    0.
   739191.,  5082945., 34, 33,      1.334E+00,     5,     0,    0.
   739191.,  5082995., 34, 34,      1.117E+00,     8,     0,    0.
   739191.,  5083045., 34, 35,      1.318E+00,    15,     0,    0.
   739191.,  5083095., 34, 36,      1.633E+00,    27,     0,    0.
   739191.,  5083145., 34, 37,      1.806E+00,    34,     0,    0.
   739191.,  5083195., 34, 38,      1.615E+00,    29,     0,    0.
   739191.,  5083245., 34, 39,      1.450E+00,    37,     0,    0.
   739191.,  5083295., 34, 40,      1.591E+00,    43,     0,    0.
   739191.,  5083345., 34, 41,      1.417E+00,    37,     0,    0.
   739191.,  5083395., 34, 42,      1.517E+00,    40,     0,    0.
   739191.,  5083445., 34, 43,      1.721E+00,    36,     0,    0.
   739191.,  5083495., 34, 44,      1.881E+00,    23,     0,    0.
   739191.,  5083545., 34, 45,      1.978E+00,    35,     0,    0.
   739191.,  5083595., 34, 46,      2.286E+00,    37,     0,    0.
   739191.,  5083645., 34, 47,      1.903E+00,    37,     0,    0.
   739191.,  5083695., 34, 48,      1.748E+00,    35,     0,    0.
   739191.,  5083745., 34, 49,      1.875E+00,    32,     0,    0.
   739191.,  5083795., 34, 50,      1.646E+00,    22,     0,    0.
   739191.,  5083845., 34, 51,      1.673E+00,    18,     0,    0.
   739191.,  5083895., 34, 52,      1.728E+00,    16,     0,    0.
   739191.,  5083945., 34, 53,      1.495E+00,    13,     0,    0.
   739191.,  5083995., 34, 54,      1.710E+00,     6,     0,    0.
   739191.,  5084045., 34, 55,      1.416E+00,    10,     0,    0.
   739191.,  5084095., 34, 56,      1.791E+00,     6,     0,    0.
   739191.,  5084145., 34, 57,      1.780E+00,     4,     0,    0.
   739191.,  5084195., 34, 58,      1.399E+00,     6,     0,    0.
   739191.,  5084245., 34, 59,      1.581E+00,     3,     0,    0.
   739191.,  5084295., 34, 60,      1.288E+00,     2,     0,    0.
   739191.,  5084345., 34, 61,      1.086E+00,     1,     0,    0.
   739191.,  5084395., 34, 62,      1.036E+00,     2,     0,    0.
